COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
5773-13													ʔ au ¹			
6933-13													ʔ au ¹			
4657-13													ʔ au ¹			
4658-13													f j aː ŋ ¹			
6966-13													ɕ i ¹			
5351-13													ˀɣ a ¹			
4073-13													ⁿd Ø ¹			
2163-13													m j aː ŋ ¹			
1121-13													f a ¹			
5790-13													v aː ŋ ¹			
10413-13													ˀm a ¹			
6731-13													ˀm a ¹			
1645-13													ˀm a ¹			
4914-13													ˀm a ¹			
6175-13													ŋ a ¹			
3092-13													s i ŋ ¹			
1247-13													l j aː n ¹			
5620-13													ɕ j eu ¹			
4897-13													Ø a ¹			
4811-13													Ø aː ŋ ¹			
1213-13													q aːi ¹			
11019-13													Ø aː ŋ ¹			
11020-13													q aːi ¹			
2129-13													ʔ e p ¹			
3211-13													ŋ aː n ¹			
714-13													n o k ¹			
1729-13													q a ¹			
3679-13													m a ¹			
1054-13													m j eu ¹			
7448-13													m u m ¹			
582-13													ˀm i ¹			
4743-13													m j o n ¹			
5419-13													l j ə n ¹			
5601-13													ˀb i n ¹			
2705-13													m o m ¹			
6381-13													Ø o ŋ ¹			
1017-13													ˀb a ¹			
645-13													l u k ¹			
273-13													m ə t ¹			
4338-13													ⁿd j a k ¹			
2533-13													k i ¹			
1089-13													u p ¹			
843-13													n a n ¹			
2787-13													Ø a t ¹			
4462-13													ˀn u n ¹			
10918-13													h a n ¹			
6582-13													h ui ¹			
2070-13													k a ¹			
3075-13													Ø aː k ¹			
10848-13													v a ¹			
2480-13													ts ə n ¹			
2214-13													k ai ¹			
7225-13													h ə t ¹			
3515-13													p j a m ¹			
2588-13													ts ə n ¹			
2908-13													p j aː k ¹			
2393-13													ˀn a ¹			
1156-13													ŋ ai ¹			
2374-13													ⁿd a ¹			
2146-13													a ¹			
5133-13													ˀn a ŋ ¹			
4981-13													m u k ¹			
10239-13													m a ¹			
599-13													n j u t ¹			
5048-13													q o ¹			
6331-13													h a ¹			
290-13													Ø i n ¹			
311-13													h aː k ¹			
3430-13													m j a ¹			
5369-13													m j a ¹			
2749-13													Ø o n ¹			
2621-13													l j a p ¹			
1181-13													t a k ¹			
949-13													t j u ¹			
2839-13													t i n ¹			
861-13													l aː k ¹			
6773-13													l aː k ¹			
5739-13													l aː k ¹			
5740-13													ɕ ə t ¹			
3550-13													ɕ u m ¹			
4445-13													p u t ¹			
680-13													l o ŋ ¹			
817-13													ⁿd ə n ¹			
782-13													Ø j aː t ¹			
10396-13													ˀn j u ¹			
4606-13													n aː n ¹			
5207-13													m a n ¹			
7280-13													ts a ¹			
6983-13													ʔ j u t ¹			
5168-13													p u ŋ ¹			
1264-13													ts w u ¹			
915-13													t ui ¹			
1767-13													ts u ŋ ¹			
10901-13													k w e ŋ ¹			
10867-13													ˀd o ŋ ¹			
417-13													k w aː n ¹			
2285-13													Ø j e ¹			
11002-13													ʔ i t ¹			
6348-13													m ai ¹			
6349-13													Ø aː n ¹			
10602-13													ˀb ə n ¹			
5654-13													m j e n ¹			
880-13													l e ¹			
983-13													ȵ aː n ¹			
2033-13													t o ¹			
1433-13													ʔ j a ¹			
1467-13													ˀd u k ¹			
469-13													t j u m ¹			
3127-13													m j a ¹			
4623-13													h a ¹			
7099-13													l ə k ¹			
4726-13													ɕ j e n ¹			
10465-13													ˀb aː n ¹			
5519-13													h ə n ¹			
5893-13													Ø w u n ¹			
2857-13													t i n ¹			
3645-13													ɣ aː n ¹			
3032-13													ɕ j aː n ¹			
2088-13													v j a n ¹			
2463-13													p u ¹			
4794-13													n i ¹			
4569-13													l u ŋ ¹			
4586-13													ts u ¹			
4552-13													p a ¹			
3228-13													q o ŋ ¹			
3245-13													j a ¹			
6651-13													l aː k ¹			
6652-13													ˀb aː n ¹			
1817-13													l aː k ¹			
1818-13													ˀb j aː k ¹			
11052-13													n u ¹			
1230-13													l aː k ¹			
3380-13													h e k ¹			
8174-13													ɣ u m ¹			
8599-13													p j a m ¹			
7782-13													ⁿd j ai ¹			
8294-13													l w i k ¹			
8514-13													h aːi ¹			
9669-13													l j a k ¹			
8531-13													p aːi ¹			
7954-13													ʔ u k ¹			
9968-13													s aː m ¹			
8040-13													t a ¹			
9304-13													Ø i ¹			
8345-13													t o k ¹			
8765-13													Ø w o k ¹			
8849-13													s e ŋ ¹			
9286-13													k w aː ŋ ¹			
9581-13													n u n ¹			
9267-13													l w a ¹			
8497-13													ts ə n ¹			
7602-13													ʔ aː p ¹			
8431-13													v j ə n ¹			
10036-13													s u k ¹			
10019-13													l a k ¹			
9216-13													n e ¹			
8074-13													q a t ¹			
9511-13													p a n ¹			
8243-13													ʔ j a m ¹			
9250-13													t j e m ¹			
7568-13													s aːi ¹			
8832-13													k u ¹			
8057-13													ŋ e ¹			
7716-13													h u p ¹			
9899-13													ts i ¹			
7585-13													au ¹			
8582-13													m j a ¹			
9097-13													l a m ¹			
10125-13													v a ¹			
9460-13													l aːi ¹			
9649-13													Ø u t ¹			
9870-13													ŋ a p ¹			
8680-13													ŋ a m ¹			
7699-13													Ø i t ¹			
9001-13													ŋ w a t ¹			
9494-13													t i p ¹			
7666-13													ɕ ə n ¹			
9598-13													t a k ¹			
8023-13													q u m ¹			
9053-13													ɣ u t ¹			
10091-13													s e k ¹			
10002-13													Ø j aːu ¹			
7765-13													t aːu ¹			
8800-13													ˀm e ¹			
9934-13													k a ¹			
9985-13													ʔ aːu ¹			
7850-13													t aː p ¹			
7816-13													ʔ a m ¹			
8663-13													ʔ u m ¹			
8697-13													Ø i t ¹			
9615-13													j a n ¹			
8362-13													t ə t ¹			
8091-13													t ai ¹			
8748-13													h a ¹			
22-13													Ø aːu ¹			
11084-13													s j aːu ¹			
7365-13													n aːi ¹			
4201-13													s i ¹			
5841-13													f a ¹			
4640-13													t a ¹			
662-13													l ə n ¹			
384-13													ȵ aːu ¹			
5151-13													m e ¹			
1399-13													t o ¹			
5259-13													ʔ j ə t ¹			
10353-13													ɣ a ¹			
10370-13													ȵ i ¹			
7401-13													h aː m ¹			
2958-13													h i ¹			
2770-13													ŋ o ¹			
6434-13													l j o k ¹			
6192-13													ɕ ə t ¹			
2231-13													p aː t ¹			
5116-13													Ø u ¹			
7297-13													s u p ¹			
3731-13													p e k ¹			
748-13													ˀn a m ¹			
2180-13													h a m ¹			
4107-13													Ø a m ¹			
2688-13													k o n ¹			
616-13													k i ŋ ¹			
1898-13													ˀd a k ¹			
203-13													ˀm ai ¹			
897-13													ˀb j a ¹			
10189-13													ɕ j e n ¹			
1592-13													s o k ¹			
6088-13													t j a ŋ ¹			
2975-13													ⁿd aː ŋ ¹			
6714-13													h u m ¹			
731-13													q a m ¹			
2722-13													j u ¹			
5637-13													aː t ¹			
765-13													j j i k ¹			
1695-13													ɕ i m ¹			
2112-13													s j u ¹			
6634-13													ˀm a ¹			
7331-13													ˀn a ¹			
7348-13													ˀb aː ŋ ¹			
6527-13													t i ¹			
3568-13													Ø a n ¹			
4378-13													ˀɣ aːi ¹			
6292-13													ⁿd j ə n ¹			
3585-13													v aː ŋ ¹			
4428-13													ⁿd a m ¹			
7046-13													ɕ a ŋ ¹			
1915-13													ʔ j a m ¹			
4518-13													k u ŋ ¹			
2516-13													s j au ¹			
4480-13													ˀb aː n ¹			
2499-13													ˀb j aː k ¹			
5584-13													h o ¹			
2429-13													h Ø ¹			
5224-13													q aːu ¹			
3464-13													ɕ w a k ¹			
10142-13													t o ŋ ¹			
7159-13													v a n ¹			
6599-13													ˀn ui ¹			
10207-13													ˀm u ¹			
6837-13													s ə n ¹			
2654-13													v i ¹			
5858-13													ˀn j a ¹			
451-13													f a n ¹			
5944-13													h aː ŋ ¹			
512-13													l j aː k ¹			
7138-13													ʔ ui ¹			
4845-13													j a ¹			
4915-13													q aː t ¹			
10570-13													k ui ¹			
5300-13													ˀb j aː n ¹			
5418-13													Ø i j ¹			
1748-13													f i Ø ¹			
3532-13													t u ¹			
310-13													t e ¹			
5368-13													f aː n ¹			
5065-13													h e ¹			
5961-13													l aː k ¹			
1450-13													t a ¹			
10430-13													s ə ¹			
6210-13													t j au ¹			
5468-13													Ø ə n ¹			
6685-13													h aːu ¹			
89-13													k a ¹			
153-13													s ui ¹			
120-13													m j u ¹			
50-13													ʔ j aːi ¹			
4947-13													ˀd aː n ¹			
8866-13													l j aː k ¹			
7919-13													t a ŋ ¹			
7520-13													ˀɣ aːu ¹			
8883-13													p o ¹			
8565-13													h u ŋ ¹			
8646-13													ts a m ¹			
9686-13													t j ə t ¹			
10108-13													ˀb j ə t ¹			
10073-13													t a m ¹			
9131-13													h aː k ¹			
8799-13													ɣ o ¹			
9721-13													t ai ¹			
8124-13													Ø j aː m ¹			
8448-13													l aː m ¹			
8714-13													Ø i t ¹			
5317-13													ˀn u k ¹			
1138-13													ts j e n ¹			
1502-13													Ø i t ¹			
3109-13													ˀd j a m ¹			
3334-13													Ø a ¹			
3840-13													ŋ aː n ¹			
3748-13													ʔ j aː k ¹			
3015-13													t i k ¹			
7262-13													a n ¹			
10635-13													ˀɣ a k ¹			
697-13													l aːu ¹			
5031-13													Ø j ai ¹			
1553-13													q o m ¹			
224-13													t j i ¹			
186-13													t j a ŋ ¹			
5185-13													ˀn a m ¹			
1000-13													p u p ¹			
1646-13													Ø ui ¹			
565-13													t o ¹			
5552-13													j f a k ¹			
1299-13													s i m ¹			
1180-13													t e ¹			
4008-13													q u j ¹			
6774-13													l aːi ¹			
7063-13													ˀb i n ¹			
492-13													t j ɪ m ¹			
1627-13													u ŋ ¹			
3951-13													m ai ¹			
6684-13													l aː k ¹			
1850-13													l aː k ¹			
3262-13													l aː k ¹			
7551-13													tʰ au ¹			
9443-13													tʰ aːu ¹			
9545-13													ɕ i p ¹			
7650-13													Ø j e t ¹			
7833-13													tʰ j a k ¹			
9148-13													ʔ j au ¹			
8904-13													m a ŋ ¹			
7683-13													ts a m ¹			
8227-13													s a ¹			
8616-13													ˀn a ŋ ¹			
7315-13													ts a ¹			
10652-13													n i ¹			
10653-13													m aː ŋ ¹			
5241-13													t i ¹			
3398-13													Ø o t ¹			
2357-13													ˀb i ŋ ¹			
1610-13													ɣ aː ŋ ¹			
10716-13													p aː k ¹			
5980-13													q u ¹			
1344-13													ɣ aː ŋ ¹			
4411-13													ts u p ¹			
6070-13													ⁿd e ¹			
6139-13													v a n ¹			
6158-13													ˀd j a ¹			
10295-13													ȵ j aː ŋ ¹			
6882-14														s ə t ¹		
6485-14														ˀb ə n ¹		
4690-14														m o n ¹		
5671-14														f ə n ¹		
4272-14														l aː p ¹		
10935-14														ˀb e ¹		
4760-14														n j aː n ¹		
1881-14														v a n ¹		
4777-14														ɕ ə t ¹		
10969-14														v a n ¹		
10970-14														n̥ u ¹		
10206-14														v a n ¹		
6565-14														k w a n ¹		
1281-14														ʔ j e n ¹		
10569-14														n a m ¹		
6899-14														n̥ j u ŋ ¹		
7081-14														k ui ¹		
4090-14														ⁿd a m ¹		
2197-14														h u m ¹		
3352-14														t i ¹		
3892-14														ɕ ə t ¹		
1071-14														q aː m ¹		
10313-14														m ai ¹		
2671-14														ⁿd j ə t ¹		
5502-14														f aː k ¹		
7382-14														ⁿd u n ¹		
932-14														ts i ŋ ¹		
533-14														m ai ¹		
4159-14														v a ¹		
2804-14														n u k ¹		
5451-14														ɣ ai ¹		
5773-14														ʔ au ¹		
6933-14														ʔ au ¹		
4657-14														ʔ au ¹		
4658-14														f j aː ŋ ¹		
6966-14														h i ¹		
5351-14														ˀɣ a ¹		
4073-14														ⁿd aːi ¹		
2163-14														ˀb j aː ŋ ¹		
1121-14														f a ¹		
5790-14														v aː ŋ ¹		
10413-14														ˀm a ¹		
6731-14														ˀm a ¹		
1645-14														ˀm a ¹		
4914-14														ˀm a ¹		
6175-14														ˀŋ a ¹		
3092-14														s i ŋ ¹		
1247-14														l j aː n ¹		
5620-14														ɕ j eu ¹		
4897-14														ʁ a ¹		
4811-14														n̥ aː ŋ ¹		
1213-14														q aːi ¹		
11019-14														ʁ aː ŋ ¹		
11020-14														q aːi ¹		
2129-14														ʔ e p ¹		
3211-14														ŋ aː n ¹		
714-14														n o k ¹		
1729-14														q a ¹		
3679-14														m a ¹		
1054-14														m eu ¹		
7448-14														m u m ¹		
582-14														ˀm w i ¹		
4743-14														m o n ¹		
5419-14														l j ə n ¹		
5601-14														ˀb i n ¹		
2705-14														m o m ¹		
6381-14														n̥ o ŋ ¹		
1017-14														ˀb a ¹		
645-14														l u k ¹		
273-14														m ə t ¹		
4338-14														ⁿd j a k ¹		
2533-14														k i ¹		
1089-14														kʰ u p ¹		
843-14														n a n ¹		
2787-14														m̥ a t ¹		
4462-14														ˀn u n ¹		
10918-14														h a n ¹		
6582-14														h ui ¹		
2070-14														k a ¹		
3075-14														n̥ aː k ¹		
10848-14														v a ¹		
2480-14														ts ə n ¹		
2214-14														k ai ¹		
7225-14														h ə t ¹		
3515-14														p j a m ¹		
2588-14														ts ə n ¹		
2908-14														p j aː k ¹		
2393-14														ˀn a ¹		
1156-14														ŋ ai ¹		
2374-14														ⁿd a ¹		
2146-14														a ¹		
5133-14														ˀn a ŋ ¹		
4981-14														m u k ¹		
10239-14														m a ¹		
599-14														n j uː t ¹		
5048-14														q o ¹		
6331-14														h a ¹		
290-14														ȶʰ i n ¹		
311-14														h aː k ¹		
3430-14														m j a ¹		
5369-14														m j a ¹		
2749-14														ȶ o n ¹		
2621-14														l j a p ¹		
1181-14														t a k ¹		
949-14														t j u ¹		
2839-14														t i n ¹		
861-14														l aː k ¹		
6773-14														l aː k ¹		
5739-14														l aː k ¹		
5740-14														kʰ ə t ¹		
3550-14														ɕ u m ¹		
4445-14														p uː t ¹		
680-14														l o ŋ ¹		
817-14														t ə n ¹		
782-14														n̥ j aː t ¹		
10396-14														ˀn j u ¹		
4606-14														n aː n ¹		
5207-14														m a n ¹		
7280-14														ts a ¹		
6983-14														ʔ j uː t ¹		
5168-14														p u ŋ ¹		
1264-14														ts w u ¹		
915-14														t ui ¹		
1767-14														ts u ŋ ¹		
10901-14														k w e ŋ ¹		
10867-14														ˀd o ŋ ¹		
417-14														k w aː n ¹		
2285-14														n̥ j e ¹		
11002-14														ʔ i t ¹		
6348-14														m ai ¹		
6349-14														ʁ aː n ¹		
10602-14														ˀb ə n ¹		
5654-14														m j e n ¹		
880-14														l e ¹		
983-14														n̥ aː n ¹		
2033-14														t o ¹		
1433-14														ʔ j a ¹		
1467-14														ˀd u k ¹		
469-14														t j u m ¹		
3127-14														m j a ¹		
4623-14														h a ¹		
7099-14														l j ə k ¹		
4726-14														ɕ e n ¹		
10465-14														ˀb aː n ¹		
5519-14														h ə n ¹		
5893-14														kʰ w u n ¹		
2857-14														t i n ¹		
3645-14														ɣ aː n ¹		
3032-14														f j aː n ¹		
2088-14														v j a n ¹		
2463-14														p u ¹		
4794-14														n i ¹		
4569-14														l u ŋ ¹		
4586-14														ts u ¹		
4552-14														p a ¹		
3228-14														q o ŋ ¹		
3245-14														j a ¹		
6651-14														l aː k ¹		
6652-14														ˀb aː n ¹		
1817-14														l aː k ¹		
1818-14														ˀb j aː k ¹		
11052-14														n u ¹		
1230-14														l aː k ¹		
3380-14														h e k ¹		
8174-14														ɣ u m ¹		
8599-14														p j a m ¹		
7782-14														ⁿd j ai ¹		
8294-14														l i k ¹		
8514-14														h aːi ¹		
9669-14														l j a k ¹		
8531-14														p aːi ¹		
7954-14														ʔ u k ¹		
9968-14														s aː m ¹		
8040-14														t a ¹		
9304-14														ts i ¹		
8345-14														t o k ¹		
8765-14														ȶ o k ¹		
8849-14														s e ŋ ¹		
9286-14														k w aː ŋ ¹		
9581-14														n u n ¹		
9267-14														l a ¹		
8497-14														ts w ə n ¹		
7602-14														ʔ aː p ¹		
8431-14														v j ə n ¹		
10036-14														s u k ¹		
10019-14														l a k ¹		
9216-14														n e ¹		
8074-14														q a t ¹		
9511-14														p a n ¹		
8243-14														ʔ j a m ¹		
9250-14														t j e m ¹		
7568-14														s aːi ¹		
8832-14														k u ¹		
8057-14														ŋ e ¹		
7716-14														h u p ¹		
9899-14														ts i ¹		
7585-14														kʰ au ¹		
8582-14														ˀb j a ¹		
9097-14														l a m ¹		
10125-14														v a ¹		
9460-14														l aːi ¹		
9649-14														n̥ uː t ¹		
9870-14														ŋ a p ¹		
8680-14														ˀŋ a m ¹		
7699-14														ȶ i t ¹		
9001-14														ˀŋ w a t ¹		
9494-14														t i p ¹		
7666-14														ɕ ə n ¹		
9598-14														t a k ¹		
8023-14														q u m ¹		
9053-14														ɣ uː t ¹		
10091-14														s w ə k ¹		
10002-14														n̥ j aːu ¹		
7765-14														t aːu ¹		
8800-14														ˀm e ¹		
9934-14														k a ¹		
9985-14														ʔ aːu ¹		
7850-14														t aː p ¹		
7816-14														ʔ a m ¹		
8663-14														ʔ u m ¹		
8697-14														ȶ i t ¹		
9615-14														w j a n ¹		
8362-14														t ə t ¹		
8091-14														t ai ¹		
8748-14														h a ¹		
22-14														t aːu ¹		
11084-14														s aːu ¹		
7365-14														n aːi ¹		
4201-14														s w i ¹		
5841-14														f a ¹		
4640-14														t a ¹		
662-14														l ə n ¹		
384-14														n̥ aːu ¹		
5151-14														m e ¹		
1399-14														t o ¹		
5259-14														ʔ j ə t ¹		
10353-14														ɣ a ¹		
10370-14														n̥ i ¹		
7401-14														h aː m ¹		
2958-14														h i ¹		
2770-14														ŋ o ¹		
6434-14														l j o k ¹		
6192-14														ɕ ə t ¹		
2231-14														p aː t ¹		
5116-14														ȶ u ¹		
7297-14														s w u p ¹		
3731-14														p e k ¹		
748-14														ˀn a m ¹		
2180-14														h a m ¹		
4107-14														n̥ a m ¹		
2688-14														k o n ¹		
616-14														k i ŋ ¹		
1898-14														ˀd a k ¹		
203-14														ˀm ai ¹		
897-14														ˀb j a ¹		
10189-14														ɕ e n ¹		
1592-14														s o k ¹		
6088-14														t j a ŋ ¹		
2975-14														ⁿd aː ŋ ¹		
6714-14														h u m ¹		
731-14														q a m ¹		
2722-14														j u ¹		
5637-14														aː t ¹		
765-14														j Ø i k ¹		
1695-14														kʰ i m ¹		
2112-14														s j u ¹		
6634-14														ˀm a ¹		
7331-14														ˀn a ¹		
7348-14														ˀb aː ŋ ¹		
6527-14														t i ¹		
3568-14														ts a n ¹		
4378-14														ˀɣ aːi ¹		
6292-14														ⁿd j ə n ¹		
3585-14														v aː ŋ ¹		
4428-14														ⁿd a m ¹		
7046-14														ɕ a ŋ ¹		
1915-14														ʔ j a m ¹		
4518-14														k u ŋ ¹		
2516-14														s j eu ¹		
4480-14														ˀb aː n ¹		
2499-14														ˀb j aː k ¹		
5584-14														h o ¹		
2429-14														h ui ¹		
5224-14														q aːu ¹		
3464-14														kʰ a k ¹		
10142-14														t o ŋ ¹		
7159-14														v a n ¹		
6599-14														ˀn ui ¹		
10207-14														ˀm u ¹		
6837-14														s ə n ¹		
2654-14														v i ¹		
367-14														v u k ¹		
5858-14														ˀn j a ¹		
451-14														f a n ¹		
5944-14														h aː ŋ ¹		
512-14														l j aː k ¹		
7138-14														ʔ ui ¹		
4845-14														j a ¹		
4915-14														q aː t ¹		
10570-14														k ui ¹		
5300-14														ˀb j aː n ¹		
5418-14														ȶ i ¹		
1748-14														f i k ¹		
3532-14														t u ¹		
310-14														t e ¹		
5368-14														f aː n ¹		
4321-14														t a p ¹		
5065-14														kʰ e ¹		
5961-14														l aː k ¹		
1450-14														t a ¹		
10430-14														s ə ¹		
6210-14														t au ¹		
5468-14														s ə n ¹		
6685-14														h aːu ¹		
89-14														k a ¹		
153-14														s ui ¹		
120-14														m j u ¹		
50-14														ʔ j aːi ¹		
4947-14														ˀd aː n ¹		
8866-14														l j aː k ¹		
9165-14														ˀd aː k ¹		
7919-14														t a ŋ ¹		
9765-14														s o t ¹		
7520-14														ˀɣ aːu ¹		
8883-14														p o ¹		
8565-14														h u ŋ ¹		
8646-14														ts a m ¹		
9686-14														t j ə t ¹		
10108-14														ˀb j ə t ¹		
10073-14														t a m ¹		
1536-14														l j eu ¹		
9131-14														h aː k ¹		
8799-14														ɣ o ¹		
9721-14														t ai ¹		
8124-14														n̥ j aː m ¹		
8448-14														l aː m ¹		
8714-14														ȶ i t ¹		
5317-14														ˀn u k ¹		
1138-14														ts j e n ¹		
1502-14														ʔ i t ¹		
3109-14														ˀd j a m ¹		
3334-14														n̥ a ¹		
3840-14														ŋ aː n ¹		
3748-14														ʔ j aː k ¹		
3015-14														t i k ¹		
7262-14														a n ¹		
10635-14														ˀɣ a k ¹		
697-14														l aːu ¹		
5031-14														n̥ j ai ¹		
1553-14														q o m ¹		
224-14														t i ¹		
186-14														t j a ŋ ¹		
5185-14														ˀn a m ¹		
1484-14														f a ¹		
1933-14														n̥ i ¹		
2939-14														ˀd o ŋ ¹		
1000-14														p u p ¹		
2551-14														k a ŋ ¹		
1646-14														s ui ¹		
565-14														t o ¹		
5552-14														Ø f a k ¹		
3159-14														f a ¹		
5876-14														ui ¹		
1299-14														s i m ¹		
4862-14														p aː k ¹		
1180-14														t e ¹		
4008-14														q u ¹		
6774-14														l aːi ¹		
3875-14														h aːi ¹		
6036-14														ˀd w a ¹		
6398-14														l j e m ¹		
7063-14														ˀb i n ¹		
492-14														t j e m ¹		
1627-14														kʰ u ŋ ¹		
5927-14														h u m ¹		
3951-14														m ai ¹		
3049-14														m aː ŋ ¹		
6684-14														l aː k ¹		
1850-14														l aː k ¹		
3262-14														l aː k ¹		
8260-14														ts j e ¹		
7551-14														Ø au ¹		
9564-14														h ui ¹		
9443-14														Ø aːu ¹		
9545-14														ɕ i p ¹		
7650-14														ȶ e t ¹		
7833-14														ⁿd j a k ¹		
9148-14														ʔ j au ¹		
9036-14														ȶ a ¹		
8904-14														m a ŋ ¹		
8227-14														s a ¹		
8616-14														ˀn a ŋ ¹		
11112-14														n̥ a ¹		
11163-14														m a n ¹		
11130-14														m a n ¹		
7315-14														ts a ¹		
10652-14														n i ¹		
10653-14														m aː ŋ ¹		
5241-14														t i ¹		
3398-14														ȶ o t ¹		
2357-14														ˀb i ŋ ¹		
3696-14														ⁿd u ¹		
1610-14														ɣ aː ŋ ¹		
10716-14														p aː k ¹		
5722-14														h aː n ¹		
3317-14														ɕ u ¹		
4142-14														h ə t ¹		
5705-14														ˀd j u p ¹		
5980-14														q u ¹		
6242-14														ˀd j ai ¹		
1344-14														ɣ aː ŋ ¹		
3194-14														ˀd aːi ¹		
4411-14														ts w u p ¹		
7419-14														n̥ a ¹		
6070-14														ⁿd e ¹		
6139-14														v a n ¹		
6158-14														ˀd j a ¹		
10295-14														n̥ aː ŋ ¹		
6882-15															ə t ¹	
6485-15															m̥ ə n ¹	
4690-15															m o n ¹	
5671-15															j f j ə n ¹	
4272-15															l aː p ¹	
10935-15															v e ¹	
4760-15															n j aː n ¹	
1881-15															v a n ¹	
4777-15															ɕ ə t ¹	
10969-15															v a n ¹	
10970-15															ˀȵ u ¹	
10206-15															v a n ¹	
6565-15															k w a n ¹	
1281-15															ʔ j e n ¹	
10569-15															n a m ¹	
6899-15															n̥ j u ŋ ¹	
7081-15															k ui ¹	
4090-15															ⁿd a m ¹	
2197-15															h u m ¹	
3352-15															t i ¹	
3892-15															ɕ ə t ¹	
1071-15															q aː m ¹	
10313-15															m ai ¹	
2671-15															ⁿd j ə t ¹	
5502-15															j f aː k ¹	
7382-15															ⁿd u n ¹	
932-15															ts i ŋ ¹	
533-15															m ai ¹	
4159-15															v a ¹	
2804-15															n u k ¹	
5451-15															Ø ai ¹	
5773-15															ʔ au ¹	
6933-15															ʔ au ¹	
4657-15															ʔ au ¹	
4658-15															f j aː ŋ ¹	
6966-15															ɕ i ¹	
5351-15															ˀɣ a ¹	
4073-15															ⁿd aːi ¹	
2163-15															m j aː ŋ ¹	
1121-15															f a ¹	
5790-15															v aː ŋ ¹	
10413-15															m a ¹	
6731-15															m a ¹	
1645-15															m a ¹	
4914-15															m a ¹	
6175-15															ŋ a ¹	
3092-15															s i ŋ ¹	
1247-15															l j aː n ¹	
5620-15															ɕ j u ¹	
4897-15															ʁ a ¹	
4811-15															n̥ aː ŋ ¹	
1213-15															q aːi ¹	
11019-15															ʁ aː ŋ ¹	
11020-15															q aːi ¹	
2129-15															ʔ e p ¹	
3211-15															ŋ aː n ¹	
714-15															n o k ¹	
1729-15															q a ¹	
3679-15															m a ¹	
1054-15															m aːu ¹	
7448-15															m u m ¹	
582-15															m i ¹	
4743-15															m o n ¹	
5419-15															l j ə n ¹	
5601-15															m̥ i n ¹	
2705-15															m o m ¹	
6381-15															ˀȵ o ŋ ¹	
1017-15															m̥ a ¹	
645-15															l u k ¹	
273-15															m ə t ¹	
4338-15															ⁿd j a k ¹	
2533-15															k i ¹	
1089-15															kʰ u p ¹	
843-15															n a n ¹	
2787-15															m̥ Ø a t ¹	
4462-15															ˀn u n ¹	
10918-15															h a n ¹	
6582-15															h ui ¹	
2070-15															k a ¹	
3075-15															ˀȵ Ø aː k ¹	
10848-15															v a ¹	
2480-15															ts ə n ¹	
2214-15															k ai ¹	
7225-15															h ə t ¹	
3515-15															p j a m ¹	
2588-15															ts ə n ¹	
2908-15															p j aː k ¹	
2393-15															ˀn a ¹	
1156-15															ŋ ai ¹	
2374-15															ⁿd a ¹	
2146-15															a ¹	
5133-15															ˀn a ŋ ¹	
4981-15															m u k ¹	
10239-15															m a ¹	
599-15															n j u t ¹	
5048-15															q o ¹	
6331-15															h a ¹	
290-15															ȶʰ i n ¹	
311-15															h aː k ¹	
3430-15															m j a ¹	
5369-15															m j a ¹	
2749-15															ȶ Ø o n ¹	
2621-15															l j a p ¹	
1181-15															t a k ¹	
949-15															t j u ¹	
2839-15															t i n ¹	
861-15															l aː k ¹	
6773-15															l aː k ¹	
5739-15															l aː k ¹	
5740-15															kʰ ə t ¹	
3550-15															ɕ u m ¹	
4445-15															p u t ¹	
680-15															l o ŋ ¹	
817-15															ⁿd ə n ¹	
782-15															n̥ j aː t ¹	
10396-15															ˀn j u ¹	
4606-15															n aː n ¹	
5207-15															m a n ¹	
7280-15															ts a ¹	
6983-15															ʔ j u t ¹	
5168-15															p u ŋ ¹	
1264-15															ts u ¹	
915-15															t ui ¹	
1767-15															ts u ŋ ¹	
10901-15															k w e ŋ ¹	
10867-15															ˀd o ŋ ¹	
417-15															k w aː n ¹	
2285-15															n̥ j e ¹	
11002-15															ʔ i t ¹	
6348-15															m ai ¹	
6349-15															ʁ aː n ¹	
10602-15															m̥ ə n ¹	
5654-15															m j e n ¹	
880-15															l e ¹	
983-15															ȵ aː n ¹	
2033-15															t o ¹	
1433-15															ʔ j a ¹	
1467-15															ˀd u k ¹	
469-15															t j u m ¹	
3127-15															m j a ¹	
4623-15															h a ¹	
7099-15															l j ə k ¹	
4726-15															ɕ e n ¹	
10465-15															m̥ aː n ¹	
5519-15															h ə n ¹	
5893-15															kʰ u n ¹	
2857-15															t i n ¹	
3645-15															Ø aː n ¹	
3032-15															f j aː n ¹	
2088-15															v j Ø n ¹	
2463-15															p u ¹	
4794-15															n i ¹	
4569-15															l u ŋ ¹	
4586-15															ts u ¹	
4552-15															p a ¹	
3228-15															q o ŋ ¹	
3245-15															j a ¹	
6651-15															l aː k ¹	
6652-15															v aː n ¹	
1817-15															l aː k ¹	
1818-15															m̥ j aː k ¹	
11052-15															n u ¹	
1230-15															l aː k ¹	
3380-15															h e k ¹	
8174-15															Ø u m ¹	
8599-15															p j a m ¹	
7782-15															ⁿd j ai ¹	
8294-15															l i k ¹	
