ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_SUBGROUP
2670	242_togo	to go	MonpaDirangDum	Monpa Dirang Dum	d̪i	d̪i	d̪ i	tsha1245	27.334341	92.293734	Tshanglic	1 7	AX	TI	3	3.T.C 3.I.V	2.0 1.5	d̪i	0	2181
2671	242_togo	to go	MonpaSangti	Monpa Sangti	d̪ilo	d̪ilo	d̪ i l o	tsha1245	27.402266	92.314934	Tshanglic	1 7 5 7	AXBZ	TILU	6	6.T.C 6.I.V 6.L.C 6.U.V	2.0 1.5 1.75 0.8	d̪ilo	0	2181
2672	242_togo	to go	MonpaDirang	Monpa Dirang	d̪i	d̪i	d̪ i	tsha1245	27.34959	92.27914	Tshanglic	1 7	AX	TI	2	2.T.C 2.I.V	2.0 1.5	d̪i	0	2181
2673	242_togo	to go	MonpaTawangMonastery	Monpa Tawang Monastery	geid̪u	geid̪u	g e i d̪ u	dakp1242	27.586829	91.85796	Takpa
2674	242_togo	to go	MonpaZimithang	Monpa Zimithang	kiakt̪imo	kiakt̪imo	k i a k t̪ i m o	dakp1242	27.335901	92.306528	Takpa
2675	242_togo	to go	MonpaChangprong	Monpa Changprong	geigosu	geigosu	g e i g o s u	dakp1242	27.578928	91.876393	Takpa
7390	242_togo	to go	MijiNafra	Miji Nafra	dai	dai	d a i	miji1239	27.373776	92.546071	Khobwa
7391	242_togo	to go	HrusoAkaJamiri	Hruso Aka Jamiri	dʒejobei	dʒejobei	dʒ e j o b e i	hrus1242	27.184929	92.599114	Khobwa
7392	242_togo	to go	NamreiNabolang	Namrei Nabolang	daina	daina	d a i n a	miji1239	27.546333	92.797975	Khobwa
7393	242_togo	to go	NamreiBisai	Namrei Bisai	dai	dai	d a i	miji1239	27.682796	92.700031	Khobwa
7394	242_togo	to go	DammaiRurang	Dammai Rurang	daina	daina	d a i n a	miji1239	27.368455	92.500637	Khobwa
7395	242_togo	to go	DammaiDibin	Dammai Dibin	dai	dai	d a i	miji1239	27.437363	92.531354	Khobwa
2676	243_tohate	to hate	MonpaKalaktang	Monpa Kalaktang	semmapheka	semmapheka	s e mː a pʰ e k a	kala1376	27.104162	92.113017	Tshanglic	3 7 4 7 1 7 1 7	AXBYBYBZ	SEMAPEKA	4	4.S.C 4.E.V 4.M.C 4.A.V 4.P.C 4.E.V 4.K.C 4.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	semːapʰeka	0	2193
2677	243_tohate	to hate	MonpaBalemu	Monpa Balemu	gotkilamomala	gotkilamomala	g o t k i l a m o m a l a	kala1376	26.964717	92.164581	Tshanglic	1 7 1 1 7 5 7 4 7 4 7 5 7	AXMBYBYBYBYBZ	KUTKILAMUMALA	1	1.K.C 1.U.V 1.T.c 1.K.C 1.I.V 1.L.C 1.A.V 1.M.C 1.U.V 1.M.C 1.A.V 1.L.C 1.A.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	gotkilamomala	0	2190
2678	243_tohate	to hate	MonpaTomko	Monpa Tomko	prakpan	prakpan	p r a k p a n	kala1376	27.16536	92.23077	Tshanglic	1 5 7 1 1 7 4	ACXMBYN	PRAKPAN	8	8.P.C 8.R.C 8.A.V 8.K.c 8.P.C 8.A.V 8.N.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	prakpan	0	2195
2679	243_tohate	to hate	MonpaNamsu	Monpa Namsu	saraŋgoŋkhen	saraŋgoŋkhen	s a r a ŋ g o ŋ kʰ e n	kala1376	27.359505	92.34921	Tshanglic	3 7 5 7 4 1 7 4 1 7 4	AXBYMBYMBYN	SARANKUNKEN	5	5.S.C 5.A.V 5.R.C 5.A.V 5.N.c 5.K.C 5.U.V 5.N.c 5.K.C 5.E.V 5.N.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.1 1.75 1.3 0.8	saraŋgoŋkʰen	0	2194
2680	243_tohate	to hate	MonpaTembang	Monpa Tembang	magrakhen	magrakhen	m a g r a kʰ e n	tsha1245	27.333876	92.40513	Tshanglic	4 7 1 5 7 1 7 4	AXBCYBYN	MAKRAKEN	7	7.M.C 7.A.V 7.K.C 7.R.C 7.A.V 7.K.C 7.E.V 7.N.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	magrakʰen	0	2191
2681	243_tohate	to hate	MonpaDirangDum	Monpa Dirang Dum	zapɾekatinla	zapɾekatinla	z a p ɾ e k a t i n l a	tsha1245	27.334341	92.293734	Tshanglic	3 7 1 5 7 1 7 1 7 4 5 7	AXBCYBYBYBCZ	SAPREKATINLA	3	3.S.C 3.A.V 3.P.C 3.R.C 3.E.V 3.K.C 3.A.V 3.T.C 3.I.V 3.N.C 3.L.C 3.A.V	2.0 1.5 1.75 1.5 1.3 1.75 1.3 1.75 1.3 1.75 1.5 0.8	zapɾekatinla	0	2192
2682	243_tohate	to hate	MonpaSangti	Monpa Sangti	magɾakan	magɾakan	m a g ɾ a k a n	tsha1245	27.402266	92.314934	Tshanglic	4 7 1 5 7 1 7 4	AXBCYBYN	MAKRAKAN	6	6.M.C 6.A.V 6.K.C 6.R.C 6.A.V 6.K.C 6.A.V 6.N.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	magɾakan	0	2191
2683	243_tohate	to hate	MonpaDirang	Monpa Dirang	magɾakan; bortʃu	magɾakan	m a g ɾ a k a n	tsha1245	27.34959	92.27914	Tshanglic	4 7 1 5 7 1 7 4	AXBCYBYN	MAKRAKAN	2	2.M.C 2.A.V 2.K.C 2.R.C 2.A.V 2.K.C 2.A.V 2.N.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	magɾakan	0	2191
2684	243_tohate	to hate	MonpaDirang	Monpa Dirang	magɾakan; bortʃu	bortʃu	b o r tʃ u	tsha1245	27.34959	92.27914	Tshanglic	1 7 5 1 7	AXMBZ	PURTY	2	2.P.C 2.U.V 2.R.c 2.T.C 2.Y.V	2.0 1.5 1.1 1.75 0.8	bortʃu	0	2196
2685	243_tohate	to hate	MonpaTawangMonastery	Monpa Tawang Monastery	miʃinu	miʃinu	m i ʃ i n u	dakp1242	27.586829	91.85796	Takpa
2686	243_tohate	to hate	MonpaZimithang	Monpa Zimithang	khoŋtʃirni	khoŋtʃirni	kʰ o ŋ tʃ i r n i	dakp1242	27.335901	92.306528	Takpa
2687	243_tohate	to hate	MonpaChangprong	Monpa Changprong	misinu	misinu	m i s i n u	dakp1242	27.578928	91.876393	Takpa
7702	243_tohate	to hate	MijiNafra	Miji Nafra	dəkhə	dəkhə	d ə kʰ ə	miji1239	27.373776	92.546071	Khobwa
7703	243_tohate	to hate	HrusoAkaJamiri	Hruso Aka Jamiri	mazuvjo	mazuvjo	m a z u v j o	hrus1242	27.184929	92.599114	Khobwa
7704	243_tohate	to hate	NamreiNabolang	Namrei Nabolang	minimena	minimena	m i n i m e n a	miji1239	27.546333	92.797975	Khobwa
7705	243_tohate	to hate	NamreiBisai	Namrei Bisai	miniroi	miniroi	m i n i r o i	miji1239	27.682796	92.700031	Khobwa
7706	243_tohate	to hate	DammaiRurang	Dammai Rurang	minime	minime	m i n i m e	miji1239	27.368455	92.500637	Khobwa
7707	243_tohate	to hate	DammaiDibin	Dammai Dibin	aŋiru	aŋiru	a ŋ i r u	miji1239	27.437363	92.531354	Khobwa
2688	244_tohear	to hear	MonpaKalaktang	Monpa Kalaktang	nad̪oktʃham	nad̪oktʃham	n a d̪ o k tʃʰ a m	kala1376	27.104162	92.113017	Tshanglic	4 7 1 7 1 1 7 4	AXBYMBYN	NATUKTAM	4	4.N.C 4.A.V 4.T.C 4.U.V 4.K.c 4.T.C 4.A.V 4.M.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	nad̪oktʃʰam	0	2200
2689	244_tohear	to hear	MonpaBalemu	Monpa Balemu	nad̪okla	nad̪okla	n a d̪ o k l a	kala1376	26.964717	92.164581	Tshanglic	4 7 1 7 1 5 7	AXBYBCZ	NATUKLA	1	1.N.C 1.A.V 1.T.C 1.U.V 1.K.C 1.L.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	nad̪okla	0	2200
2690	244_tohear	to hear	MonpaTomko	Monpa Tomko	nahadokpan	nahadokpan	n a h a d o k p a n	kala1376	27.16536	92.23077	Tshanglic	4 7 3 7 1 7 1 1 7 4	AXBYBYMBYN	NAHATUKPAN	8	8.N.C 8.A.V 8.H.C 8.A.V 8.T.C 8.U.V 8.K.c 8.P.C 8.A.V 8.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.1 1.75 1.3 0.8	nahadokpan	0	2200
2691	244_tohear	to hear	MonpaNamsu	Monpa Namsu	akhən	akhən	a kʰ ə n	kala1376	27.359505	92.34921	Tshanglic	7 1 7 4	XBYN	AKEN	5	5.A.V 5.K.C 5.E.V 5.N.c	1.5 1.75 1.3 0.8	akʰən	0	2203
2692	244_tohear	to hear	MonpaTembang	Monpa Tembang	nakhən	nakhən	n a kʰ ə n	tsha1245	27.333876	92.40513	Tshanglic	4 7 1 7 4	AXBYN	NAKEN	7	7.N.C 7.A.V 7.K.C 7.E.V 7.N.c	2.0 1.5 1.75 1.3 0.8	nakʰən	0	2203
2693	244_tohear	to hear	MonpaDirangDum	Monpa Dirang Dum	negaŋkathawo	negaŋkathawo	n e g a ŋ k a tʰ a w o	tsha1245	27.334341	92.293734	Tshanglic	4 7 1 7 4 1 7 1 7 6 7	AXBYMBYBYBZ	NEKANKATAWU	3	3.N.C 3.E.V 3.K.C 3.A.V 3.N.c 3.K.C 3.A.V 3.T.C 3.A.V 3.W.C 3.U.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 1.75 0.8	negaŋkatʰawo	0	2202
2694	244_tohear	to hear	MonpaSangti	Monpa Sangti	naʃu	naʃu	n a ʃ u	tsha1245	27.402266	92.314934	Tshanglic	4 7 3 7	AXBZ	NASY	6	6.N.C 6.A.V 6.S.C 6.Y.V	2.0 1.5 1.75 0.8	naʃu	0	2201
2695	244_tohear	to hear	MonpaDirang	Monpa Dirang	naʃu	naʃu	n a ʃ u	tsha1245	27.34959	92.27914	Tshanglic	4 7 3 7	AXBZ	NASY	2	2.N.C 2.A.V 2.S.C 2.Y.V	2.0 1.5 1.75 0.8	naʃu	0	2201
2696	244_tohear	to hear	MonpaTawangMonastery	Monpa Tawang Monastery	ɲanu	ɲanu	ɲ a n u	dakp1242	27.586829	91.85796	Takpa
2697	244_tohear	to hear	MonpaZimithang	Monpa Zimithang	ɲanini	ɲanini	ɲ a n i n i	dakp1242	27.335901	92.306528	Takpa
2698	244_tohear	to hear	MonpaChangprong	Monpa Changprong	ɲangosu	ɲangosu	ɲ a n g o s u	dakp1242	27.578928	91.876393	Takpa
7457	244_tohear	to hear	MijiNafra	Miji Nafra	rei	rei	r e i	miji1239	27.373776	92.546071	Khobwa
7458	244_tohear	to hear	HrusoAkaJamiri	Hruso Aka Jamiri	dʒədʒo	dʒədʒo	dʒ ə dʒ o	hrus1242	27.184929	92.599114	Khobwa
7459	244_tohear	to hear	NamreiNabolang	Namrei Nabolang	roina	roina	r o i n a	miji1239	27.546333	92.797975	Khobwa
7460	244_tohear	to hear	NamreiBisai	Namrei Bisai	roina	roina	r o i n a	miji1239	27.682796	92.700031	Khobwa
7461	244_tohear	to hear	DammaiRurang	Dammai Rurang	rei	rei	r e i	miji1239	27.368455	92.500637	Khobwa
7462	244_tohear	to hear	DammaiDibin	Dammai Dibin	rei	rei	r e i	miji1239	27.437363	92.531354	Khobwa
2699	245_tokick	to kick	MonpaKalaktang	Monpa Kalaktang	bitiŋphitʃham	bitiŋphitʃham	b i t i ŋ pʰ i tʃʰ a m	kala1376	27.104162	92.113017	Tshanglic	1 7 1 7 4 1 7 1 7 4	AXBYMBYBYN	PITINPITAM	4	4.P.C 4.I.V 4.T.C 4.I.V 4.N.c 4.P.C 4.I.V 4.T.C 4.A.V 4.M.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 0.8	bitiŋpʰitʃʰam	0	2209
2700	245_tokick	to kick	MonpaBalemu	Monpa Balemu	bitiŋpinla	bitiŋpinla	b i t i ŋ p i n l a	kala1376	26.964717	92.164581	Tshanglic	1 7 1 7 4 1 7 4 5 7	AXBYMBYBCZ	PITINPINLA	1	1.P.C 1.I.V 1.T.C 1.I.V 1.N.c 1.P.C 1.I.V 1.N.C 1.L.C 1.A.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.5 0.8	bitiŋpinla	0	2209
2701	245_tokick	to kick	MonpaTomko	Monpa Tomko	bist̪int̪erpan	bist̪int̪erpan	b i s t̪ i n t̪ e r p a n	kala1376	27.16536	92.23077	Tshanglic	1 7 3 1 7 4 1 7 5 1 7 4	AXMBYMBYMBYN	PISTINTERPAN	8	8.P.C 8.I.V 8.S.c 8.T.C 8.I.V 8.N.c 8.T.C 8.E.V 8.R.c 8.P.C 8.A.V 8.N.c	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 1.1 1.75 1.3 0.8	bist̪int̪erpan	0	2211
2702	245_tokick	to kick	MonpaNamsu	Monpa Namsu	bitiŋpækhən	bitiŋpækhən	b i t i ŋ p æ kʰ ə n	kala1376	27.359505	92.34921	Tshanglic	1 7 1 7 4 1 7 1 7 4	AXBYMBYBYN	PITINPEKEN	5	5.P.C 5.I.V 5.T.C 5.I.V 5.N.c 5.P.C 5.E.V 5.K.C 5.E.V 5.N.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 0.8	bitiŋpækʰən	0	2209
2703	245_tokick	to kick	MonpaTembang	Monpa Tembang	terkhən	terkhən	t e r kʰ ə n	tsha1245	27.333876	92.40513	Tshanglic	1 7 5 1 7 4	AXMBYN	TERKEN	7	7.T.C 7.E.V 7.R.c 7.K.C 7.E.V 7.N.c	2.0 1.5 1.1 1.75 1.3 0.8	terkʰən	0	2210
2704	245_tokick	to kick	MonpaDirangDum	Monpa Dirang Dum	bitiŋpewo	bitiŋpewo	b i t i ŋ p e w o	tsha1245	27.334341	92.293734	Tshanglic	1 7 1 7 4 1 7 6 7	AXBYMBYBZ	PITINPEWU	3	3.P.C 3.I.V 3.T.C 3.I.V 3.N.c 3.P.C 3.E.V 3.W.C 3.U.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	bitiŋpewo	0	2209
2705	245_tokick	to kick	MonpaSangti	Monpa Sangti	pitiŋ	pitiŋ	p i t i ŋ	tsha1245	27.402266	92.314934	Tshanglic	1 7 1 7 4	AXBYN	PITIN	6	6.P.C 6.I.V 6.T.C 6.I.V 6.N.c	2.0 1.5 1.75 1.3 0.8	pitiŋ	0	2209
2706	245_tokick	to kick	MonpaDirang	Monpa Dirang	bitiŋpewo	bitiŋpewo	b i t i ŋ p e w o	tsha1245	27.34959	92.27914	Tshanglic	1 7 1 7 4 1 7 6 7	AXBYMBYBZ	PITINPEWU	2	2.P.C 2.I.V 2.T.C 2.I.V 2.N.c 2.P.C 2.E.V 2.W.C 2.U.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	bitiŋpewo	0	2209
2707	245_tokick	to kick	MonpaTawangMonastery	Monpa Tawang Monastery	letoŋ	letoŋ	l e t o ŋ	dakp1242	27.586829	91.85796	Takpa
2708	245_tokick	to kick	MonpaZimithang	Monpa Zimithang	letoŋ	letoŋ	l e t o ŋ	dakp1242	27.335901	92.306528	Takpa
2709	245_tokick	to kick	MonpaChangprong	Monpa Changprong	lækimipigosu	lækimipigosu	l æ k i m i p i g o s u	dakp1242	27.578928	91.876393	Takpa
7439	245_tokick	to kick	MijiNafra	Miji Nafra	dəgrən	dəgrən	d ə g r ə n	miji1239	27.373776	92.546071	Khobwa
7440	245_tokick	to kick	HrusoAkaJamiri	Hruso Aka Jamiri	gədɹə	gədɹə	g ə d ə	hrus1242	27.184929	92.599114	Khobwa
7441	245_tokick	to kick	NamreiNabolang	Namrei Nabolang	təgeŋna	təgeŋna	t ə g e ŋ n a	miji1239	27.546333	92.797975	Khobwa
7442	245_tokick	to kick	NamreiBisai	Namrei Bisai	təgeŋna	təgeŋna	t ə g e ŋ n a	miji1239	27.682796	92.700031	Khobwa
7443	245_tokick	to kick	DammaiRurang	Dammai Rurang	tekraŋ	tekraŋ	t e k r a ŋ	miji1239	27.368455	92.500637	Khobwa
7444	245_tokick	to kick	DammaiDibin	Dammai Dibin	laitegeŋ	laitegeŋ	l a i t e g e ŋ	miji1239	27.437363	92.531354	Khobwa
2710	246_tokill	to kill	MonpaKalaktang	Monpa Kalaktang	ʃentʃham; syʔ	ʃentʃham	ʃ e n tʃʰ a m	kala1376	27.104162	92.113017	Tshanglic	3 7 4 1 7 4	AXMBYN	SENTAM	4	4.S.C 4.E.V 4.N.c 4.T.C 4.A.V 4.M.c	2.0 1.5 1.1 1.75 1.3 0.8	ʃentʃʰam	0	2221
2711	246_tokill	to kill	MonpaKalaktang	Monpa Kalaktang	ʃentʃham; syʔ	syʔ	s y ʔ	kala1376	27.104162	92.113017	Tshanglic	3 7 1	AXN	SYH	4	4.S.C 4.Y.V 4.H.c	2.0 1.5 0.8	syʔ	0	2224
2712	246_tokill	to kill	MonpaBalemu	Monpa Balemu	seŋemo	seŋemo	s e ŋ e m o	kala1376	26.964717	92.164581	Tshanglic	3 7 4 7 4 7	AXBYBZ	SENEMU	1	1.S.C 1.E.V 1.N.C 1.E.V 1.M.C 1.U.V	2.0 1.5 1.75 1.3 1.75 0.8	seŋemo	0	2218
2713	246_tokill	to kill	MonpaTomko	Monpa Tomko	ʃengimkholo	ʃengimkholo	ʃ e n g i m kʰ o l o	kala1376	27.16536	92.23077	Tshanglic	3 7 4 1 7 4 1 7 5 7	AXMBYMBYBZ	SENKIMKULU	8	8.S.C 8.E.V 8.N.c 8.K.C 8.I.V 8.M.c 8.K.C 8.U.V 8.L.C 8.U.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 1.75 0.8	ʃengimkʰolo	0	2223
2714	246_tokill	to kill	MonpaNamsu	Monpa Namsu	ʃekhen	ʃekhen	ʃ e kʰ e n	kala1376	27.359505	92.34921	Tshanglic	3 7 1 7 4	AXBYN	SEKEN	5	5.S.C 5.E.V 5.K.C 5.E.V 5.N.c	2.0 1.5 1.75 1.3 0.8	ʃekʰen	0	2222
2715	246_tokill	to kill	MonpaTembang	Monpa Tembang	ʃekhen	ʃekhen	ʃ e kʰ e n	tsha1245	27.333876	92.40513	Tshanglic	3 7 1 7 4	AXBYN	SEKEN	7	7.S.C 7.E.V 7.K.C 7.E.V 7.N.c	2.0 1.5 1.75 1.3 0.8	ʃekʰen	0	2222
2716	246_tokill	to kill	MonpaDirangDum	Monpa Dirang Dum	ʃijewo	ʃijewo	ʃ i j e w o	tsha1245	27.334341	92.293734	Tshanglic	3 7 6 7 6 7	AXBYBZ	SIJEWU	3	3.S.C 3.I.V 3.J.C 3.E.V 3.W.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	ʃijewo	0	2220
2717	246_tokill	to kill	MonpaSangti	Monpa Sangti	ʃeʃu	ʃeʃu	ʃ e ʃ u	tsha1245	27.402266	92.314934	Tshanglic	3 7 3 7	AXBZ	SESY	6	6.S.C 6.E.V 6.S.C 6.Y.V	2.0 1.5 1.75 0.8	ʃeʃu	0	2219
2718	246_tokill	to kill	MonpaDirang	Monpa Dirang	ʃeʃu	ʃeʃu	ʃ e ʃ u	tsha1245	27.34959	92.27914	Tshanglic	3 7 3 7	AXBZ	SESY	2	2.S.C 2.E.V 2.S.C 2.Y.V	2.0 1.5 1.75 0.8	ʃeʃu	0	2219
2719	246_tokill	to kill	MonpaTawangMonastery	Monpa Tawang Monastery	soto	soto	s o t o	dakp1242	27.586829	91.85796	Takpa
2720	246_tokill	to kill	MonpaZimithang	Monpa Zimithang	sot̪ini	sot̪ini	s o t̪ i n i	dakp1242	27.335901	92.306528	Takpa
2721	246_tokill	to kill	MonpaChangprong	Monpa Changprong	sotgosu	sotgosu	s o t g o s u	dakp1242	27.578928	91.876393	Takpa
7682	246_tokill	to kill	MijiNafra	Miji Nafra	wai	wai	w a i	miji1239	27.373776	92.546071	Khobwa
7683	246_tokill	to kill	HrusoAkaJamiri	Hruso Aka Jamiri	ʃidʒo	ʃidʒo	ʃ i dʒ o	hrus1242	27.184929	92.599114	Khobwa
7684	246_tokill	to kill	NamreiNabolang	Namrei Nabolang	gaina	gaina	g a i n a	miji1239	27.546333	92.797975	Khobwa
7685	246_tokill	to kill	NamreiBisai	Namrei Bisai	gaina	gaina	g a i n a	miji1239	27.682796	92.700031	Khobwa
7686	246_tokill	to kill	DammaiRurang	Dammai Rurang	waitʃo	waitʃo	w a i tʃ o	miji1239	27.368455	92.500637	Khobwa
7687	246_tokill	to kill	DammaiDibin	Dammai Dibin	wai	wai	w a i	miji1239	27.437363	92.531354	Khobwa
2722	247_toknow	to know	MonpaKalaktang	Monpa Kalaktang	sentʃham	sentʃham	s e n tʃʰ a m	kala1376	27.104162	92.113017	Tshanglic	3 7 4 1 7 4	AXMBYN	SENTAM	4	4.S.C 4.E.V 4.N.c 4.T.C 4.A.V 4.M.c	2.0 1.5 1.1 1.75 1.3 0.8	sentʃʰam	0	2231
2723	247_toknow	to know	MonpaBalemu	Monpa Balemu	selo	selo	s e l o	kala1376	26.964717	92.164581	Tshanglic	3 7 5 7	AXBZ	SELU	1	1.S.C 1.E.V 1.L.C 1.U.V	2.0 1.5 1.75 0.8	selo	0	2228
2724	247_toknow	to know	MonpaTomko	Monpa Tomko	seksaspan	seksaspan	s e k s a s p a n	kala1376	27.16536	92.23077	Tshanglic	3 7 1 3 7 3 1 7 4	AXBCYMBYN	SEKSASPAN	8	8.S.C 8.E.V 8.K.C 8.S.C 8.A.V 8.S.c 8.P.C 8.A.V 8.N.c	2.0 1.5 1.75 1.5 1.3 1.1 1.75 1.3 0.8	seksaspan	0	2235
2725	247_toknow	to know	MonpaNamsu	Monpa Namsu	brekhen	brekhen	b r e kʰ e n	kala1376	27.359505	92.34921	Tshanglic	1 5 7 1 7 4	ACXBYN	PREKEN	5	5.P.C 5.R.C 5.E.V 5.K.C 5.E.V 5.N.c	2.0 1.5 1.5 1.75 1.3 0.8	brekʰen	0	2232
2726	247_toknow	to know	MonpaTembang	Monpa Tembang	seikhen	seikhen	s e i kʰ e n	tsha1245	27.333876	92.40513	Tshanglic	3 7 7 1 7 4	AXYBYN	SEIKEN	7	7.S.C 7.E.V 7.I.V 7.K.C 7.E.V 7.N.c	2.0 1.5 1.3 1.75 1.3 0.8	seikʰen	0	2234
2727	247_toknow	to know	MonpaDirangDum	Monpa Dirang Dum	sena	sena	s e n a	tsha1245	27.334341	92.293734	Tshanglic	3 7 4 7	AXBZ	SENA	3	3.S.C 3.E.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	sena	0	2230
2728	247_toknow	to know	MonpaSangti	Monpa Sangti	gumʃikan	gumʃikan	g u m ʃ i k a n	tsha1245	27.402266	92.314934	Tshanglic	1 7 4 3 7 1 7 4	AXMBYBYN	KYMSIKAN	6	6.K.C 6.Y.V 6.M.c 6.S.C 6.I.V 6.K.C 6.A.V 6.N.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	gumʃikan	0	2233
2729	247_toknow	to know	MonpaDirang	Monpa Dirang	haguntʃu; tʃenla	haguntʃu	h a g u n tʃ u	tsha1245	27.34959	92.27914	Tshanglic	3 7 1 7 4 1 7	AXBYMBZ	HAKYNTY	2	2.H.C 2.A.V 2.K.C 2.Y.V 2.N.c 2.T.C 2.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	haguntʃu	0	2229
2730	247_toknow	to know	MonpaDirang	Monpa Dirang	haguntʃu; tʃenla	tʃenla	tʃ e n l a	tsha1245	27.34959	92.27914	Tshanglic	1 7 4 5 7	AXBCZ	TENLA	2	2.T.C 2.E.V 2.N.C 2.L.C 2.A.V	2.0 1.5 1.75 1.5 0.8	tʃenla	0	2236
2731	247_toknow	to know	MonpaTawangMonastery	Monpa Tawang Monastery	kano	kano	k a n o	dakp1242	27.586829	91.85796	Takpa
2732	247_toknow	to know	MonpaZimithang	Monpa Zimithang	khanini	khanini	kʰ a n i n i	dakp1242	27.335901	92.306528	Takpa
2733	247_toknow	to know	MonpaChangprong	Monpa Changprong	kangosu	kangosu	k a n g o s u	dakp1242	27.578928	91.876393	Takpa
7529	247_toknow	to know	MijiNafra	Miji Nafra	nĭ	nĭ	n ĭ	miji1239	27.373776	92.546071	Khobwa
7530	247_toknow	to know	HrusoAkaJamiri	Hruso Aka Jamiri	d̪aŋxudʒo	d̪aŋxudʒo	d̪ a ŋ x u dʒ o	hrus1242	27.184929	92.599114	Khobwa
7531	247_toknow	to know	NamreiNabolang	Namrei Nabolang	nina	nina	n i n a	miji1239	27.546333	92.797975	Khobwa
7532	247_toknow	to know	NamreiBisai	Namrei Bisai	nĭ	nĭ	n ĭ	miji1239	27.682796	92.700031	Khobwa
7533	247_toknow	to know	DammaiRurang	Dammai Rurang	ŋintʃina	ŋintʃina	ŋ i n tʃ i n a	miji1239	27.368455	92.500637	Khobwa
7534	247_toknow	to know	DammaiDibin	Dammai Dibin	nintʃe	nintʃe	n i n tʃ e	miji1239	27.437363	92.531354	Khobwa
2734	248_tolaugh	to laugh	MonpaKalaktang	Monpa Kalaktang	ŋartʃham	ŋartʃham	ŋ a r tʃʰ a m	kala1376	27.104162	92.113017	Tshanglic	4 7 5 1 7 4	AXMBYN	NARTAM	4	4.N.C 4.A.V 4.R.c 4.T.C 4.A.V 4.M.c	2.0 1.5 1.1 1.75 1.3 0.8	ŋartʃʰam	0	2238
2735	248_tolaugh	to laugh	MonpaBalemu	Monpa Balemu	ŋarla	ŋarla	ŋ a r l a	kala1376	26.964717	92.164581	Tshanglic	4 7 5 5 7	AXMBZ	NARLA	1	1.N.C 1.A.V 1.R.c 1.L.C 1.A.V	2.0 1.5 1.1 1.75 0.8	ŋarla	0	2238
2736	248_tolaugh	to laugh	MonpaTomko	Monpa Tomko	ŋarban	ŋarban	ŋ a r b a n	kala1376	27.16536	92.23077	Tshanglic	4 7 5 1 7 4	AXMBYN	NARPAN	8	8.N.C 8.A.V 8.R.c 8.P.C 8.A.V 8.N.c	2.0 1.5 1.1 1.75 1.3 0.8	ŋarban	0	2238
2737	248_tolaugh	to laugh	MonpaNamsu	Monpa Namsu	ŋaren	ŋaren	ŋ a r e n	kala1376	27.359505	92.34921	Tshanglic	4 7 5 7 4	AXBYN	NAREN	5	5.N.C 5.A.V 5.R.C 5.E.V 5.N.c	2.0 1.5 1.75 1.3 0.8	ŋaren	0	2238
2738	248_tolaugh	to laugh	MonpaTembang	Monpa Tembang	ŋarkhen	ŋarkhen	ŋ a r kʰ e n	tsha1245	27.333876	92.40513	Tshanglic	4 7 5 1 7 4	AXMBYN	NARKEN	7	7.N.C 7.A.V 7.R.c 7.K.C 7.E.V 7.N.c	2.0 1.5 1.1 1.75 1.3 0.8	ŋarkʰen	0	2238
2739	248_tolaugh	to laugh	MonpaDirangDum	Monpa Dirang Dum	ŋarbo	ŋarbo	ŋ a r b o	tsha1245	27.334341	92.293734	Tshanglic	4 7 5 1 7	AXMBZ	NARPU	3	3.N.C 3.A.V 3.R.c 3.P.C 3.U.V	2.0 1.5 1.1 1.75 0.8	ŋarbo	0	2238
