COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
1840-14														Ø Ø aː		
2247-14														Ø Ø		
4677-14														k u l Ø Ø		
5162-14														Ø Ø j̃ Ø Ø		
5406-14														Ø Ø d u		
359-14														Ø a l		
2196-14														Ø a Ø a		
2230-14														s u Ø Ø		
2533-14														b a Ø a		
3605-14														k a Ø d a		
3866-14														Ø dʒ u		
4553-14														a Ø		
4822-14														k u Ø b Ø		
503-14														k Ø Ø Ø		
1356-14														Ø a Ø		
1881-14														Ø u Ø aː		
2084-14														Ø Ø Ø		
2420-14														k e l Ø		
3372-14														Ø i Ø i		
3718-14														Ø a r a		
4135-14														b i Ø Ø		
4694-14														Ø u dʒ aː aː u		
807-14														k Ø		
2476-14														k Ø Ø Ø		
2842-14														d Ø Ø u		
3719-14														Ø ɔ		
4081-14														d i Ø b u		
4313-14														Ø Ø Ø aː		
4460-14														s u Ø		
5810-14														Ø Ø l Ø		
93-14														d ɔ		
260-14														b Ø r Ø		
385-14														d Ø Ø b Ø		
1703-14														b Ø		
2162-14														b Ø l Ø		
2635-14														s Ø		
2735-14														d i Ø aː aː a		
3031-14														d Ø Ø Ø		
5301-14														Ø Ø l u		
5605-14														Ø Ø Ø		
296-14														dʒ a Ø b a		
1432-14														a l		
1474-14														ɔ		
1788-14														dʒ		
2044-14														d Ø Ø aː Ø		
3425-14														Ø		
4184-14														n Ø		
4423-14														d Ø Ø ɔ		
4629-14														Ø u n Ø ɔ		
4904-14														Ø u n i		
4980-14														ɔ		
5059-14														Ø u Ø Ø		
5339-14														Ø i Ø i		
5905-14														aː Ø Ø Ø		
5922-14														b Ø Ø Ø		
5938-14														i d e j̃ i		
483-14														Ø Ø dʒ u		
629-14														d Ø j̃		
1254-14														dʒ i Ø d e l e		
1898-14														Ø u Ø e Ø		
3251-14														b i r i		
5622-14														Ø Ø Ø		
158-14														Ø Ø dʒ u		
194-14														b Ø Ø		
1452-14														Ø Ø l i		
2083-14														k Ø Ø Ø		
2108-14														Ø o Ø Ø		
2924-14														Ø Ø l		
3572-14														b Ø r u		
3751-14														Ø Ø Ø		
3959-14														Ø l u		
4066-14														Ø Ø Ø ɔ		
25-14														i s Ø Ø Ø		
952-14														k e r e		
2351-14														b a b i		
3482-14														Ø Ø s Ø d aː aː Ø		
3497-14														Ø Ø Ø i		
3588-14														k ɔ r ɔ		
4101-14														a Ø i		
4520-14														Ø Ø dʒ e		
4609-14														g ɔ Ø ɔ aː o Ø		
4740-14														Ø e Ø ɔ Ø		
545-14														Ø r u		
931-14														b Ø Ø aː		
978-14														ɔ Ø		
999-14														Ø		
1052-14														Ø Ø Ø b u		
1070-14														l u Ø Ø		
2456-14														Ø o l o		
2514-14														d u dʒ u		
3774-14														e r e		
3905-14														Ø Ø		
4039-14														d ɔ Ø		
4334-14														dʒ ɔ l		
4361-14														Ø Ø k Ø		
4570-14														aː aː Ø ɔ aː Ø		
5752-14														aː o		
5887-14														Ø i Ø		
521-14														k o dʒ Ø		
685-14														dʒ o Ø		
1108-14														ɔ		
2066-14														Ø a n a		
2216-14														Ø Ø		
2392-14														l Ø dʒ u		
2774-14														k i Ø Ø		
2958-14														Ø o j̃ aː		
3339-14														k a r a		
3944-14														k Ø o		
4024-14														dʒ e b i		
4219-14														dʒ Ø Ø b Ø		
4240-14														Ø l		
5197-14														Ø r		
5531-14														Ø Ø Ø		
5733-14														Ø Ø		
5828-14														Ø i		
409-14														k Ø r e		
562-14														dʒ u		
1002-14														l Ø		
1022-14														Ø Ø l Ø		
1023-14														Ø Ø		
2288-14														Ø Ø Ø		
2759-14														Ø Ø Ø		
2798-14														Ø e Ø Ø aː		
3088-14														Ø Ø Ø u		
3287-14														e Ø e		
3407-14														Ø Ø		
3463-14														Ø i		
3683-14														Ø Ø Ø Ø		
4220-14														k e		
4440-14														e		
4651-14														d Ø n Ø		
5272-14														Ø		
5319-14														aː Ø dʒ u		
5423-14														ɔ dʒ ɔ		
5641-14														l Ø		
5692-14														a Ø a		
347-14														Ø o r o		
389-14														Ø		
448-14														Ø Ø i		
613-14														Ø Ø		
787-14														Ø Ø Ø Ø		
1373-14														n Ø Ø		
1684-14														Ø Ø Ø Ø		
2030-14														k e Ø Ø		
2500-14														Ø Ø Ø		
2619-14														Ø Ø l Ø		
2714-14														aː aː s e j̃		
715-15															Ø Ø ɛ	
1089-15															n a Ø Ø	
1319-15															n ɛ Ø	
1398-15															s Ø g Ø l ɛ Ø	
1557-15															g ɛ Ø iː	
1626-15															Ø a g Ø	
1840-15															t ɛ n Ø	
2247-15															g o ɛ	
4677-15															k Ø l iː Ø ɛ	
5162-15															Ø ɛ j Ø ɛː	
5406-15															t Ø n Ø Ø	
359-15															g a l Ø ɛ	
1577-15															g ɛ l iː	
2196-15															n a Ø a	
2230-15															s Ø g o	
2533-15															b a Ø Ø a	
3605-15															k a n a	
3866-15															Ø o Ø Ø	
4553-15															t a Ø g Ø iː	
4822-15															k Ø Ø b oː	
5254-15															Ø l ɔ	
503-15															k ɛ Ø iː ɛ	
1356-15															Ø a b Ø	
1881-15															n Ø Ø Ø l l	
2084-15															j Ø ɛ b Ø	
2420-15															k Ø l ɔ	
3218-15															b Ø Ø Ø Ø Ø	
3372-15															n a Ø a	
4135-15															b a n Ø ɛ	
4694-15															g Ø Ø l ɛ Ø	
807-15															k o Ø b b	
2842-15															ɛ g Ø ɛ	
3719-15															Ø Ø	
4081-15															a Ø b ɛ ɛ	
4313-15															n ɛː Ø ɛ iː	
5514-15															n ɛː n ɛː	
5810-15															Ø ɛ ɛ l u	
93-15															ɔ	
260-15															b ɛ ɛ Ø ɛː	
385-15															dʒ ɛː Ø iː ɛː Ø	
1336-15															t iː g iː	
1769-15															t ɛː Ø b ɛː	
2162-15															b ɛː l ɛː	
2635-15															s o	
2735-15															Ø Ø n ɛ l l a	
3031-15															ɛː g ɛː	
5605-15															t ɛ Ø iː	
63-15															k a l a	
296-15															Ø a Ø b Ø	
762-15															b a n a ɛ k ɛ ɛ Ø	
1432-15															t a l Ø	
1474-15															t ɔ j Ø	
2044-15															ɛ Ø b iː	
2713-15															t iː Ø ɛ b ɛ iː iː Ø	
3219-15															Ø Ø Ø Ø	
3425-15															j o	
4120-15															k o l o	
4423-15															ɔ Ø ɔ	
4629-15															n Ø Ø ɛ Ø	
4759-15															n o ɛ Ø	
4904-15															n ɛ Ø m ɛ Ø	
4960-15															Ø ɛ n Ø Ø Ø	
4980-15															t ɔ ɛ ɛ	
5339-15															Ø a g a	
5549-15															t Ø b ɛ Ø	
5905-15															t ɛ j o	
5922-15															b ɛ Ø ɛː	
5938-15															Ø a Ø n Ø Ø a	
1-15															Ø ɛː	
483-15															g o Ø Ø	
629-15															o Ø Ø	
667-15															ɛː b ɛː	
1254-15															dʒ a Ø o l Ø	
1542-15															n ɛ ɔ ɛ	
2901-15															t Ø n l	
2957-15															Ø a n Ø ɛ	
3048-15															b ɛ b	
3251-15															Ø a j a	
3885-15															Ø ɛː Ø ɛː	
5081-15															b ɛ n dʒ l l ɛ	
43-15															s Ø Ø ɛ	
135-15															t Ø n Ø	
221-15															ɛː Ø Ø	
650-15															b Ø Ø o	
716-15															j ɛː	
1152-15															t ɛ Ø ɛː	
1789-15															n Ø Ø Ø	
1862-15															i Ø ɛ	
2636-15															Ø iː	
2880-15															k Ø n Ø Ø g Ø	
2924-15															Ø o l o	
2941-15															b l u	
3113-15															t iː g iː	
3136-15															j a l a	
3405-15															Ø ɛː Ø ɛː l	
3572-15															b ɛː l Ø	
3751-15															Ø ɛː	
3811-15															l Ø	
3959-15															t o l Ø	
4066-15															g ɔ j ɔ	
4535-15															s Ø g oː	
5180-15															s ɛː Ø b ɛː	
5751-15															t j ɛː	
5981-15															a Ø a Ø	
25-15															ɛ l Ø Ø ɛː g ɛː	
114-15															ɔ b ɔ	
702-15															ɔ g ɔ ɛ Ø Ø oː	
872-15															ɛː n dʒ ɛː	
952-15															k Ø l ɛ ɛ ɔ	
1941-15															k l	
2179-15															n ɛ	
2351-15															Ø iː o o	
2442-15															n Ø Ø Ø	
2496-15															n Ø Ø	
3448-15															b Ø ɛ Ø	
3482-15															Ø ɛ s ɛ Ø ɛ Ø ɛ ɛː	
3588-15															k ɔ l ɔ	
4101-15															a Ø a	
4293-15															Ø ɔ b ɔ	
4520-15															Ø iː Ø Ø	
4740-15															g Ø n ɔ n	
5982-15															k Ø ɛ Ø Ø	
196-15															k Ø l ɔ	
408-15															j iː Ø b u	
789-15															g a n a	
1070-15															l Ø g o	
1298-15															g Ø l Ø Ø b Ø	
1942-15															j Ø	
1989-15															Ø ɛː l ɛː	
2306-15															a Ø b a	
2514-15															Ø Ø o	
2817-15															a m g Ø	
3015-15															n a n a	
3132-15															Ø m b b	
3905-15															n o ɛ	
3976-15															o Ø Ø	
4039-15															ɔ n Ø	
4152-15															Ø iː iː ɛ	
4278-15															k Ø n ɛ Ø	
4334-15															ɛ s Ø n	
4648-15															j ɛ	
5200-15															ɛː l ɛ	
5318-15															ɔ l ɔ	
5866-15															g a l l l Ø	
66-15															k a	
432-15															Ø Ø n b	
1108-15															Ø Ø j o	
1237-15															Ø ɛ n Ø o	
1748-15															j ɛ	
1823-15															g ɛː l ɛː	
2143-15															b Ø	
2392-15															ɛ Ø o Ø Ø	
2579-15															Ø l	
3198-15															s o Ø ɛː	
3534-15															ɛː n ɛː	
3944-15															k Ø l ɛ	
4024-15															dʒ ɛ b Ø	
4259-15															g oː Ø o	
4337-15															Ø ɔ Ø ɛ ɛ	
5447-15															g ɛ Ø Ø	
5830-15															j Ø	
5868-15															k a l l	
285-15															n ɛː	
348-15															k ɛː l ɛː	
998-15															Ø o	
1578-15															n Ø Ø Ø o	
1668-15															b ɛ n	
1970-15															Ø Ø l a	
2396-15															n ɛː	
2553-15															b a Ø Ø	
2978-15															k Ø Ø ɔ	
3256-15															ɛ Ø Ø	
3301-15															ɛ ɛː b a	
3498-15															n Ø	
3772-15															t Ø Ø iː	
3790-15															g Ø l	
4363-15															Ø Ø g	
4778-15															Ø Ø Ø ɛ ɛ iː	
4941-15															o j o	
5229-15															b Ø n Ø ɛ	
5375-15															Ø a l ɛ ɛ i	
5497-15															ɛː ɛ	
5888-15															j Ø	
6007-15															Ø Ø n a	
568-15															n iː n Ø g Ø	
569-15															n iː n iː l	
742-15															dʒ Ø Ø Ø	
1057-15															k iː Ø iː	
1727-15															j ɛː	
1899-15															Ø Ø n ɛː	
2067-15															ɛ ɛ	
2268-15															ɛ l ɛː	
2338-15															Ø Ø ɛ	
2619-15															dʒ iː Ø ɛː	
2999-15															o g Ø	
3325-15															b Ø n dʒ Ø	
715-16																d i
1089-16																n a
1319-16																n ɛː
1398-16																s u r u l u
1557-16																g i r e
1626-16																w a g a
1840-16																t i r̃ u
2247-16																g o
4677-16																k u l ɔ
5162-16																m i l ɛ
5406-16																t a n u
359-16																g a l u
1577-16																g i r e
2196-16																n a l a
2230-16																s u g o
2533-16																b a r a
3605-16																k a n a
3866-16																ɔ dʒ u
4553-16																t a ɛ g u
4822-16																k u Ø o
5254-16																d u l ɔ
503-16																k i l i
1356-16																m a j
1881-16																n u
2084-16																j a b o
2420-16																k u l ɔ
3218-16																p u dʒ u
3372-16																ɲ a Ø a
3718-16																a r a
4135-16																b a r̃
4694-16																g u dʒ u
807-16																k o dʒ
2320-16																k a n ɛ
2476-16																k o
2842-16																d i g u
3719-16																m
4081-16																d a Ø b j aː
4313-16																n ɛ m
4460-16																s u
5514-16																n ɛ n ɛ
5810-16																p i l u
93-16																d ɔ
260-16																b ɛ ɛ
890-16																a m i r̃ u
1336-16																t iː g iː
1703-16																b a
1769-16																t ɛ m b ɛ
2162-16																b ɛ l o
2635-16																s o
2735-16																d a n o
3031-16																d ɛ g ɛ
4591-16																t o r a
5301-16																p ɛ l u
5605-16																t i Ø iː
63-16																k a r a
296-16																dʒ a m aː
463-16																d u m u
1432-16																t a l u
1474-16																t ɔ
1788-16																s a
2044-16																d i Ø u
3219-16																p a dʒ u
3425-16																ɔ
4120-16																k o l o
4184-16																ɲ a ɛ
4423-16																d ɔ r̃ ɔ
4960-16																g i n a dʒ o
4980-16																t iː
5059-16																g u j ɔ
5125-16																ɔ ɲ ɔ
5339-16																p a g a
5549-16																t a w ɔ
5771-16																dʒ u g u
5905-16																t i n u
5922-16																b i r ɛ
1-16																p i
483-16																g o dʒ u
629-16																d o ɛ
667-16																ɛ b ɛ
1254-16																dʒ a r̃ d u r u
1683-16																s ɛ
2551-16																r̃ o
2901-16																t u n u
3251-16																s a r̃ a
3885-16																ɛ r ɛ
4402-16																i
5081-16																b ɛ n dʒ ɛ u
5622-16																p ɛ l ɛ j
6006-16																p i l i
43-16																s a
158-16																m ɛ ɔ n u
194-16																b ɛ ɛ
221-16																ɛ dʒ u
650-16																b o dʒ u
716-16																j aː
1374-16																k ɔ n ɔ
1452-16																g a r a
1862-16																i dʒ u
2083-16																k a r̃ a
2108-16																n a
2618-16																k ɛ l ɛ
2636-16																m dʒ
2924-16																p o l u
2941-16																b ɛ l u
3113-16																t e g e
3136-16																j a r a
3572-16																b ɛ r u
3751-16																p
3811-16																l iː
3959-16																t o l u
4066-16																g aː r ɔ
4888-16																s a n a
5180-16																s ɛ m b ɛ
5583-16																t a Ø
5981-16																a r a dʒ
25-16																ɛ a s o g o
702-16																ɔ g ɔ ɲ u o
851-16																g ɔ o ɔ
872-16																ɛ ɲ ɛ
952-16																k u r ɛ ɛ ɔ
1941-16																k i l i
3448-16																b u d u
3482-16																m i s i d o
3497-16																n a
3588-16																k ɔ r ɔ
4101-16																a l a
4202-16																g o l ɔ ɛ ɛ
4293-16																dʒ ɔ b ɔ
4520-16																p e dʒ u
4609-16																k ɔ r ɔ w
4740-16																g u n ɔ n
4781-16																s dʒ a
5982-16																g u dʒ dʒ u
526-16																a g a
545-16																i r u
789-16																g Ø n Ø
931-16																b ɛ
1052-16																n a m
1070-16																l u g o
1298-16																g u u m b a
1989-16																m i n e
2145-16																dʒ o
2306-16																a m b a
2666-16																dʒ ɛ g u
2817-16																a Ø g u
3015-16																n a n a
3639-16																t u Ø ɔ
3774-16																t u r u
3905-16																n ɛ ɛ
3976-16																s
4039-16																d ɔ n
4260-16																ɔ Ø u
4278-16																k u ɲ dʒ u
4361-16																ɛ g e
5200-16																ɛ l i
5318-16																ɔ l ɔ
5673-16																d ɛ Ø ɛ
5752-16																t i
5866-16																k a Ø a
5887-16																a r̃ o
432-16																Ø a n Ø
685-16																dʒ ɔ l ɔ
744-16																l a Ø a
1646-16																ɔ g u
1745-16																dʒ j ɛ
2066-16																n a aː
2216-16																a
2265-16																u l ɔ
2579-16																d u Ø
2958-16																m u m
3198-16																s Ø Ø Ø
3534-16																Ø ɔ n Ø
3684-16																g i r̃ u
3812-16																p i Ø i
3944-16																k ɔ ɛː
4024-16																dʒ i b a
4240-16																w ɛ l u
4337-16																s ɔ m ɛ dʒ
5828-16																a r̃ o
245-16																t ɔ l ɔ
285-16																r̃ ɛ
348-16																k ɛ r ɛ
409-16																j o r u
998-16																Ø Ø
1002-16																l ɛ
1026-16																l i
1172-16																g ɔ l o
1238-16																i s u
1275-16																t aː
1524-16																k o
1612-16																n u m b ɔ
2288-16																ɛ r ɛ
2334-16																ɛ dʒ u
2396-16																n
2553-16																b aː Ø aː
2759-16																iː g ɛ
2798-16																Ø l ɛ
3256-16																ɛː m ɛː
3407-16																ɛ m
3551-16																b o
3790-16																g a w
4442-16																t u j u
5229-16																Ø i n Ø e
5465-16																m u Ø ɔ
5481-16																j o g o
5497-16																e w
5641-16																l ɛ j
5692-16																a n a
5715-16																g ɛ r̃ ɛ
389-16																n ɛ
567-16																n i n e
915-16																
1208-16																g a m ɛ
1502-16																d u n
1899-16																Ø Ø n aː
1969-16																j ɔ g u l ɔ
2030-16																k u w ɔ
2354-16																t i r ɛ
2500-16																ɛ g ɛ
2598-16																ɛ
2714-16																Ø i Ø
3159-16																j ɛ
3325-16																b ɔ n u
