ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGNACY
563	109_spiderweb	spider web	Achang	Achang	sot⁵	sot⁵	s o t ⁵	acha1249	24.25	97.8333	Sino-Tibetan	161	161
564	109_spiderweb	spider web	Maru	Maru	sait⁵	sait⁵	s ai t ⁵	maru1249	24.45	98.6	Sino-Tibetan	161	161
565	109_spiderweb	spider web	Zaiwa	Zaiwa	sʊt⁵	sʊt⁵	s ʊ t ⁵	zaiw1241	24.45	98.6	Sino-Tibetan	161	161
566	109_spiderweb	spider web	Lashi	Lashi	jɛm³	jɛm³	j ɛ m ³	lash1243	24.45	98.6	Sino-Tibetan	162	162
567	109_spiderweb	spider web	WrittenBurmese	Written_Burmese	ɂim	ɂim	ʔ i m	oldb1235	21.16	94.90	Sino-Tibetan	162	162
1234	235_spit	spit	Lashi	Lashi	bi⁴⁵ pjạɂ⁵³	bi⁴⁵ pjạɂ⁵³	b i ⁴⁵ + p j a̰ ʔ ⁵³	lash1243	24.45	98.6	Sino-Tibetan	350 351	350 351
1235	235_spit	spit	Zaiwa	Zaiwa	be³²	be³²	b e ³²	zaiw1241	24.45	98.6	Sino-Tibetan	350	350
1236	235_spit	spit	Achang	Achang	djɛ⁵	djɛ⁵	d j ɛ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	351	351
1237	235_spit	spit	Maru	Maru	pʰö⁵	pʰö⁵	pʰ ö/ø ⁵	maru1249	24.45	98.6	Sino-Tibetan	351	351
1238	235_spit	spit	WrittenBurmese	Written_Burmese	prac	prac	p r a ts	oldb1235	21.16	94.90	Sino-Tibetan	351	351
1528	296_split	split	Achang	Achang	kʰjam⁵⁴	kʰjam⁵⁴	kʰ j a m ⁵⁴	acha1249	24.25	97.8333	Sino-Tibetan	435	435
1529	296_split	split	Lashi	Lashi	kʰɔɂ⁵²	kʰɔɂ⁵²	kʰ ɔ ʔ ⁵²	lash1243	24.45	98.6	Sino-Tibetan	435	435
1530	296_split	split	Maru	Maru	kʰoɂ⁵⁴	kʰoɂ⁵⁴	kʰ o ʔ ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	435	435
1531	296_split	split	WrittenBurmese	Written_Burmese	kʰwai:	kʰwai:	k a	oldb1235	21.16	94.90	Sino-Tibetan	435	435
1532	296_split	split	Zaiwa	Zaiwa	kʰɔɂ⁵	kʰɔɂ⁵	kʰ ɔ ʔ ⁵	zaiw1241	24.45	98.6	Sino-Tibetan	435	435
1098	209_spoon	spoon	Achang	Achang	mɔt⁴²	mɔt⁴²	m ɔ t ⁴²	acha1249	24.25	97.8333	Sino-Tibetan	317	317
1099	209_spoon	spoon	Lashi	Lashi	moiɂ³ dzɔ³	moiɂ³ dzɔ³	m oi ʔ ³ + d z ɔ ³	lash1243	24.45	98.6	Sino-Tibetan	317 318	317 318
1100	209_spoon	spoon	Zaiwa	Zaiwa	dʒɔ⁵³	dʒɔ⁵³	dʒ ɔ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	318	318
1538	298_stab	stab	Achang	Achang	tʰau⁵	tʰau⁵	tʰ au ⁵	acha1249	24.25	97.8333	Sino-Tibetan	438	438
1539	298_stab	stab	Lashi	Lashi	tʰau⁴	tʰau⁴	tʰ au ⁴	lash1243	24.45	98.6	Sino-Tibetan	438	438
1540	298_stab	stab	Maru	Maru	tʰoɂ⁵	tʰoɂ⁵	tʰ o ʔ ⁵	maru1249	24.45	98.6	Sino-Tibetan	438	438
1541	298_stab	stab	WrittenBurmese	Written_Burmese	tʰui:	tʰui:	tʰ u/w iː	oldb1235	21.16	94.90	Sino-Tibetan	438	438
1542	298_stab	stab	Zaiwa	Zaiwa	tʰau⁵²	tʰau⁵²	tʰ au ⁵²	zaiw1241	24.45	98.6	Sino-Tibetan	438	438
1417	272_stand	stand	Achang	Achang	jap³¹	jap³¹	j a p ³¹	acha1249	24.25	97.8333	Sino-Tibetan	405	405
1418	272_stand	stand	Maru	Maru	jeɂ³	jeɂ³	j e ʔ ³	maru1249	24.45	98.6	Sino-Tibetan	405	405
1419	272_stand	stand	Phon	Phon	ɹeɂ⁵⁵	ɹeɂ⁵⁵	ɹ e ʔ ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	405	405
1420	272_stand	stand	WrittenBurmese	Written_Burmese	rap	rap	r a p	oldb1235	21.16	94.90	Sino-Tibetan	405	405
1421	272_stand	stand	Zaiwa	Zaiwa	jạp³¹	jạp³¹	j a̰ p ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	405	405
21	4_star	star	Achang	Achang	gi²	gi²	g i ²	acha1249	24.25	97.8333	Sino-Tibetan	6	6
22	4_star	star	Bela	Bela	kị³	kị³	k ḭ ³	pela1242	24.45	98.6	Sino-Tibetan	6	6
23	4_star	star	Lashi	Lashi	kị⁵³	kị⁵³	k ḭ ⁵³	lash1243	24.45	98.6	Sino-Tibetan	6	6
24	4_star	star	Maru	Maru	gi⁵²	gi⁵²	g i ⁵²	maru1249	24.45	98.6	Sino-Tibetan	6	6
25	4_star	star	WrittenBurmese	Written_Burmese	krai	krai	k r ai	oldb1235	21.16	94.90	Sino-Tibetan	6	6
26	4_star	star	Zaiwa	Zaiwa	kị⁵³	kị⁵³	k ḭ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	6	6
1654	321_steal	steal	Achang	Achang	kʰau⁵	kʰau⁵	kʰ au ⁵	acha1249	24.25	97.8333	Sino-Tibetan	469	469
1655	321_steal	steal	Lashi	Lashi	kʰau³	kʰau³	kʰ au ³	lash1243	24.45	98.6	Sino-Tibetan	469	469
1656	321_steal	steal	Maru	Maru	kʰoɂ⁵⁴	kʰoɂ⁵⁴	kʰ o ʔ ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	469	469
1657	321_steal	steal	Phon	Phon	kʰo³¹	kʰo³¹	kʰ o ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	469	469
1658	321_steal	steal	WrittenBurmese	Written_Burmese	kʰui:	kʰui:	kʰ u/w iː	oldb1235	21.16	94.90	Sino-Tibetan	469	469
1659	321_steal	steal	Zaiwa	Zaiwa	kʰau⁵²	kʰau⁵²	kʰ au ⁵²	zaiw1241	24.45	98.6	Sino-Tibetan	469	469
146	29_stone	stone	Achang	Achang	luk³	luk³	l u k ³	acha1249	24.25	97.8333	Sino-Tibetan	44	44
147	29_stone	stone	Bela	Bela	lauɂ²³	lauɂ²³	l au ʔ ²³	pela1242	24.45	98.6	Sino-Tibetan	44	44
148	29_stone	stone	Lashi	Lashi	lok³	lok³	l o k ³	lash1243	24.45	98.6	Sino-Tibetan	44	44
149	29_stone	stone	Maru	Maru	lau⁴³	lau⁴³	l au ⁴³	maru1249	24.45	98.6	Sino-Tibetan	44	44
150	29_stone	stone	Phon	Phon	loɂ³¹	loɂ³¹	l o ʔ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	44	44
151	29_stone	stone	WrittenBurmese	Written_Burmese	klauk	klauk	k l au k	oldb1235	21.16	94.90	Sino-Tibetan	44	44
152	29_stone	stone	Zaiwa	Zaiwa	luɂ³	luɂ³	l u ʔ ³	zaiw1241	24.45	98.6	Sino-Tibetan	44	44
1854	357_straight	straight	Achang	Achang	dan³	dan³	d a n ³	acha1249	24.25	97.8333	Sino-Tibetan	515	515
1855	357_straight	straight	Lashi	Lashi	dain³	dain³	d ai n ³	lash1243	24.45	98.6	Sino-Tibetan	515	515
1856	357_straight	straight	Maru	Maru	dɪn⁴	dɪn⁴	d ɪ n ⁴	maru1249	24.45	98.6	Sino-Tibetan	515	515
1857	357_straight	straight	WrittenBurmese	Written_Burmese	taɲ:	taɲ:	t a ɲː/ɲ	oldb1235	21.16	94.90	Sino-Tibetan	515	515
1858	357_straight	straight	Zaiwa	Zaiwa	diŋ⁴	diŋ⁴	d i ŋ ⁴	zaiw1241	24.45	98.6	Sino-Tibetan	515	515
2023	391_strong	strong	Achang	Achang	jɔm³ bɔ³¹	jɔm³ bɔ³¹	j ɔ m ³ + b ɔ ³¹	acha1249	24.25	97.8333	Sino-Tibetan	559 560	559 560
2024	391_strong	strong	Lashi	Lashi	jɛm²³ bɔ⁵¹	jɛm²³ bɔ⁵¹	j ɛ m ²³ + b ɔ ⁵¹	lash1243	24.45	98.6	Sino-Tibetan	559 560	559 560
2025	391_strong	strong	Maru	Maru	ɣam³ bo³	ɣam³ bo³	ɣ a m ³ + b o ³	maru1249	24.45	98.6	Sino-Tibetan	559 560	559 560
2026	391_strong	strong	Zaiwa	Zaiwa	vum³ bɔ³¹	vum³ bɔ³¹	v u m ³ + b ɔ ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	559 560	559 560
1262	241_suck	suck	Achang	Achang	dʒɔ̣p⁵³	dʒɔ̣p⁵³	dʒ ɔ̰ p ⁵³	acha1249	24.25	97.8333	Sino-Tibetan	360	360
1263	241_suck	suck	Lashi	Lashi	dʒuɛp⁴²	dʒuɛp⁴²	dʒ u/w ɛ p ⁴²	lash1243	24.45	98.6	Sino-Tibetan	360	360
1264	241_suck	suck	Maru	Maru	dʒạp⁵⁴	dʒạp⁵⁴	dʒ a̰ p ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	360	360
1265	241_suck	suck	Phon	Phon	saɂ³¹	saɂ³¹	s a ʔ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	360	360
1266	241_suck	suck	WrittenBurmese	Written_Burmese	cup	cup	ts u p	oldb1235	21.16	94.90	Sino-Tibetan	360	360
1267	241_suck	suck	Zaiwa	Zaiwa	tʃʰup⁴³	tʃʰup⁴³	tʃʰ u p ⁴³	zaiw1241	24.45	98.6	Sino-Tibetan	360	360
288	53_sugarcane	sugar cane	Achang	Achang	pʰɨŋ⁵ tʃʰau³	pʰɨŋ⁵ tʃʰau³	pʰ ɨ ŋ ⁵ + tʃʰ au ³	acha1249	24.25	97.8333	Sino-Tibetan	82 83	82 83
289	53_sugarcane	sugar cane	Lashi	Lashi	pʰəŋ⁴⁵ tʃʰau³¹	pʰəŋ⁴⁵ tʃʰau³¹	pʰ ə ŋ ⁴⁵ + tʃʰ au ³¹	lash1243	24.45	98.6	Sino-Tibetan	82 83	82 83
290	53_sugarcane	sugar cane	Maru	Maru	pʰauŋ⁴ tʃʰuk⁵⁴	pʰauŋ⁴ tʃʰuk⁵⁴	pʰ au ŋ ⁴ + tʃʰ u k ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	82 83	82 83
291	53_sugarcane	sugar cane	Phon	Phon	pjo ʃu⁵⁵	pjo ʃu⁵⁵	p j o + ʃ u ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	82 83	82 83
292	53_sugarcane	sugar cane	WrittenBurmese	Written_Burmese	paŋ	paŋ	p a ŋ	oldb1235	21.16	94.90	Sino-Tibetan	82	82
293	53_sugarcane	sugar cane	Zaiwa	Zaiwa	pʰuŋ³ tʃʰui⁵³	pʰuŋ³ tʃʰui⁵³	pʰ u ŋ ³ + tʃʰ u/w i ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	82 83	82 83
8	2_sun	sun	Achang	Achang	pui³¹	pui³¹	p u/w i ³¹	acha1249	24.25	97.8333	Sino-Tibetan	3	3
9	2_sun	sun	Bela	Bela	pui³	pui³	p u/w i ³	pela1242	24.45	98.6	Sino-Tibetan	3	3
10	2_sun	sun	Lashi	Lashi	be⁵¹	be⁵¹	b e ⁵¹	lash1243	24.45	98.6	Sino-Tibetan	3	3
11	2_sun	sun	Maru	Maru	ba³¹	ba³¹	b a ³¹	maru1249	24.45	98.6	Sino-Tibetan	3	3
12	2_sun	sun	WrittenBurmese	Written_Burmese	pauŋ:	pauŋ:	p au ŋː/ŋ	oldb1235	21.16	94.90	Sino-Tibetan	3	3
13	2_sun	sun	Zaiwa	Zaiwa	bui³	bui³	b u/w i ³	zaiw1241	24.45	98.6	Sino-Tibetan	3	3
1199	228_swallow	swallow	Achang	Achang	njæ̣ụ³	njæ̣ụ³	n j æ̰ ṵ ³	acha1249	24.25	97.8333	Sino-Tibetan	342	342
1200	228_swallow	swallow	Bela	Bela	mjụŋ³	mjụŋ³	m j ṵ ŋ ³	pela1242	24.45	98.6	Sino-Tibetan	342	342
1201	228_swallow	swallow	Lashi	Lashi	mjau⁵³	mjau⁵³	m j au ⁵³	lash1243	24.45	98.6	Sino-Tibetan	342	342
1202	228_swallow	swallow	Maru	Maru	mjuɂ³	mjuɂ³	m j u ʔ ³	maru1249	24.45	98.6	Sino-Tibetan	342	342
1203	228_swallow	swallow	WrittenBurmese	Written_Burmese	mjui	mjui	m j u/w i	oldb1235	21.16	94.90	Sino-Tibetan	342	342
1204	228_swallow	swallow	Zaiwa	Zaiwa	mjui³²	mjui³²	m j u/w i ³²	zaiw1241	24.45	98.6	Sino-Tibetan	342	342
857	165_sweat	sweat	Bela	Bela	pau⁵² kjɛ³	pau⁵² kjɛ³	p au ⁵² + k j ɛ ³	pela1242	24.45	98.6	Sino-Tibetan	245 246	245 246
858	165_sweat	sweat	Lashi	Lashi	bje³¹ kjụ⁵	bje³¹ kjụ⁵	b j e ³¹ + k j ṵ ⁵	lash1243	24.45	98.6	Sino-Tibetan	245 246	245 246
859	165_sweat	sweat	Maru	Maru	bau³¹ gjӧ²	bau³¹ gjӧ²	b au ³¹ + g j ö/œ ²	maru1249	24.45	98.6	Sino-Tibetan	245 246	245 246
860	165_sweat	sweat	Zaiwa	Zaiwa	bui³²	bui³²	b u/w i ³²	zaiw1241	24.45	98.6	Sino-Tibetan	245	245
861	165_sweat	sweat	Achang	Achang	gjɛ̣³	gjɛ̣³	g j ɛ̰ ³	acha1249	24.25	97.8333	Sino-Tibetan	246	246
862	165_sweat	sweat	Phon	Phon	xwai	xwai	x w ai	hpon1238	25.3248194	97.3544031	Sino-Tibetan	246	246
863	165_sweat	sweat	WrittenBurmese	Written_Burmese	kʰjwe:	kʰjwe:	kʰ dʒʷ eː	oldb1235	21.16	94.90	Sino-Tibetan	246	246
1947	374_sweet	sweet	Achang	Achang	tʃʰau³	tʃʰau³	tʃʰ au ³	acha1249	24.25	97.8333	Sino-Tibetan	538	538
1948	374_sweet	sweet	Lashi	Lashi	tʃʰau³¹	tʃʰau³¹	tʃʰ au ³¹	lash1243	24.45	98.6	Sino-Tibetan	538	538
1949	374_sweet	sweet	Maru	Maru	tʃʰok⁵⁴	tʃʰok⁵⁴	tʃʰ o k ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	538	538
1950	374_sweet	sweet	Phon	Phon	ʃwa⁵⁵	ʃwa⁵⁵	ʃ w a ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	538	538
1951	374_sweet	sweet	WrittenBurmese	Written_Burmese	kʰjui	kʰjui	kʰ j u/w i	oldb1235	21.16	94.90	Sino-Tibetan	538	538
1952	374_sweet	sweet	Zaiwa	Zaiwa	tʃʰui⁵³	tʃʰui⁵³	tʃʰ u/w i ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	538	538
1975	379_swell	swell	Achang	Achang	jam³	jam³	j a m ³	acha1249	24.25	97.8333	Sino-Tibetan	543	543
1976	379_swell	swell	Lashi	Lashi	jæ̣m³	jæ̣m³	j æ̰ m ³	lash1243	24.45	98.6	Sino-Tibetan	543	543
1977	379_swell	swell	WrittenBurmese	Written_Burmese	ram:	ram:	r a mː/m	oldb1235	21.16	94.90	Sino-Tibetan	543	543
1477	284_swim	swim	Maru	Maru	kʰeɂ⁵⁴	kʰeɂ⁵⁴	kʰ e ʔ ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	419	419
1478	284_swim	swim	WrittenBurmese	Written_Burmese	kʰjwe:	kʰjwe:	kʰ dʒʷ eː	oldb1235	21.16	94.90	Sino-Tibetan	419	419
465	90_tail	tail	Achang	Achang	ljạŋk⁵³	ljạŋk⁵³	l j a̰ ŋ k ⁵³	acha1249	24.25	97.8333	Sino-Tibetan	138	138
466	90_tail	tail	Lashi	Lashi	jạŋk⁵³ me³	jạŋk⁵³ me³	j a̰ ŋ k ⁵³ + m e ³	lash1243	24.45	98.6	Sino-Tibetan	138 139	138 139
467	90_tail	tail	Bela	Bela	mi⁵² sʰa²³	mi⁵² sʰa²³	m i ⁵² + sʰ a ²³	pela1242	24.45	98.6	Sino-Tibetan	139 140	139 140
468	90_tail	tail	Maru	Maru	mị⁴³ ʃɪ⁴	mị⁴³ ʃɪ⁴	m ḭ ⁴³ + ʃ ɪ ⁴	maru1249	24.45	98.6	Sino-Tibetan	139 140	139 140
469	90_tail	tail	Phon	Phon	mi³¹	mi³¹	m i ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	139	139
470	90_tail	tail	WrittenBurmese	Written_Burmese	mri:	mri:	m r iː	oldb1235	21.16	94.90	Sino-Tibetan	139	139
471	90_tail	tail	Zaiwa	Zaiwa	mi³¹ ʃɔ⁴³	mi³¹ ʃɔ⁴³	m i ³¹ + ʃ ɔ ⁴³	zaiw1241	24.45	98.6	Sino-Tibetan	139 140	139 140
1781	343_tall	tall	Achang	Achang	njạŋ³	njạŋ³	n j a̰ ŋ ³	acha1249	24.25	97.8333	Sino-Tibetan	499	499
1782	343_tall	tall	Bela	Bela	mjụ̃³	mjụ̃³	m j ṵ̃ ³	pela1242	24.45	98.6	Sino-Tibetan	499	499
1783	343_tall	tall	Lashi	Lashi	mjãŋ³²	mjãŋ³²	m j ã ŋ ³²	lash1243	24.45	98.6	Sino-Tibetan	499	499
1784	343_tall	tall	Maru	Maru	mjạ³	mjạ³	m j a̰ ³	maru1249	24.45	98.6	Sino-Tibetan	499	499
1785	343_tall	tall	WrittenBurmese	Written_Burmese	ma:	ma:	m aː	oldb1235	21.16	94.90	Sino-Tibetan	499	499
1786	343_tall	tall	Zaiwa	Zaiwa	mjạŋ³¹	mjạŋ³¹	m j a̰ ŋ ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	499	499
1286	246_tell	tell	Achang	Achang	tạị⁵³ gjɔ⁵	tạị⁵³ gjɔ⁵	t a̰ ḭ ⁵³ + g j ɔ ⁵	acha1249	24.25	97.8333	Sino-Tibetan	365 366	365 366
1287	246_tell	tell	Lashi	Lashi	deɂ³¹ gjɔ³	deɂ³¹ gjɔ³	d e ʔ ³¹ + g j ɔ ³	lash1243	24.45	98.6	Sino-Tibetan	365 366	365 366
1288	246_tell	tell	Maru	Maru	da⁴³ gjɔ³²	da⁴³ gjɔ³²	d a ⁴³ + g j ɔ ³²	maru1249	24.45	98.6	Sino-Tibetan	365 366	365 366
1289	246_tell	tell	Zaiwa	Zaiwa	tạị⁵³	tạị⁵³	t a̰ ḭ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	365	365
1716	331_tenpeople	ten (people)	Achang	Achang	tsʰi³	tsʰi³	tsʰ i ³	acha1249	24.25	97.8333	Sino-Tibetan	481	481
1717	331_tenpeople	ten (people)	Bela	Bela	tʰai³	tʰai³	tʰ ai ³	pela1242	24.45	98.6	Sino-Tibetan	481	481
1718	331_tenpeople	ten (people)	Lashi	Lashi	tsʰe³	tsʰe³	tsʰ e ³	lash1243	24.45	98.6	Sino-Tibetan	481	481
1719	331_tenpeople	ten (people)	Maru	Maru	tsʰe⁵³	tsʰe⁵³	tsʰ e ⁵³	maru1249	24.45	98.6	Sino-Tibetan	481	481
1720	331_tenpeople	ten (people)	Phon	Phon	cʰwat⁵⁵	cʰwat⁵⁵	c a t ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	481	481
1721	331_tenpeople	ten (people)	WrittenBurmese	Written_Burmese	cʰai	cʰai	tsʰ ai	oldb1235	21.16	94.90	Sino-Tibetan	481	481
1722	331_tenpeople	ten (people)	Zaiwa	Zaiwa	tsʰe⁵³	tsʰe⁵³	tsʰ e ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	481	481
573	111_termite	termite	Achang	Achang	dʒaŋ³ guan⁵	dʒaŋ³ guan⁵	dʒ a ŋ ³ + g u/w a n ⁵	acha1249	24.25	97.8333	Sino-Tibetan	164 165	164 165
574	111_termite	termite	Maru	Maru	dʒạ³² kạn³	dʒạ³² kạn³	dʒ a̰ ³² + k a̰ n ³	maru1249	24.45	98.6	Sino-Tibetan	164 165	164 165
575	111_termite	termite	Zaiwa	Zaiwa	dʒaŋ³² gɔŋ²¹	dʒaŋ³² gɔŋ²¹	dʒ a ŋ ³² + g ɔ ŋ ²¹	zaiw1241	24.45	98.6	Sino-Tibetan	164 165	164 165
576	111_termite	termite	Lashi	Lashi	kʰjæm⁵²	kʰjæm⁵²	kʰ j æ m ⁵²	lash1243	24.45	98.6	Sino-Tibetan	165	165
577	111_termite	termite	Phon	Phon	ʃɛɪ³¹	ʃɛɪ³¹	ʃ ɛɪ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	165	165
578	111_termite	termite	WrittenBurmese	Written_Burmese	kʰraˀ	kʰraˀ	kʰ r aˀ	oldb1235	21.16	94.90	Sino-Tibetan	165	165
1879	361_that	that	Achang	Achang	hau³	hau³	h au ³	acha1249	24.25	97.8333	Sino-Tibetan	521	521
1880	361_that	that	Lashi	Lashi	hau³	hau³	h au ³	lash1243	24.45	98.6	Sino-Tibetan	521	521
1881	361_that	that	Maru	Maru	ɂai³¹	ɂai³¹	ʔ ai ³¹	maru1249	24.45	98.6	Sino-Tibetan	521	521
1882	361_that	that	Phon	Phon	hʊn⁵⁵	hʊn⁵⁵	h ʊ n ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	521	521
1883	361_that	that	WrittenBurmese	Written_Burmese	hui	hui	h u/w i	oldb1235	21.16	94.90	Sino-Tibetan	521	521
1884	361_that	that	Zaiwa	Zaiwa	he⁵³	he⁵³	h e ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	521	521
1793	345_thick	thick	Achang	Achang	tʰɨu³	tʰɨu³	tʰ ɨu ³	acha1249	24.25	97.8333	Sino-Tibetan	501	501
1794	345_thick	thick	Lashi	Lashi	tʰu³²	tʰu³²	tʰ u ³²	lash1243	24.45	98.6	Sino-Tibetan	501	501
1795	345_thick	thick	Maru	Maru	tʰau³	tʰau³	tʰ au ³	maru1249	24.45	98.6	Sino-Tibetan	501	501
1796	345_thick	thick	Phon	Phon	tʰuɂ⁵⁵	tʰuɂ⁵⁵	tʰ u ʔ ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	501	501
1797	345_thick	thick	WrittenBurmese	Written_Burmese	tʰu	tʰu	tʰ u	oldb1235	21.16	94.90	Sino-Tibetan	501	501
1798	345_thick	thick	Zaiwa	Zaiwa	tʰu⁴³	tʰu⁴³	tʰ u ⁴³	zaiw1241	24.45	98.6	Sino-Tibetan	501	501
793	153_thigh	thigh	Achang	Achang	daŋ⁵ bau⁵	daŋ⁵ bau⁵	d a ŋ ⁵ + b au ⁵	acha1249	24.25	97.8333	Sino-Tibetan	227 228	227 228
794	153_thigh	thigh	Bela	Bela	toŋ²³ pau⁵²	toŋ²³ pau⁵²	t o ŋ ²³ + p au ⁵²	pela1242	24.45	98.6	Sino-Tibetan	227 228	227 228
795	153_thigh	thigh	Lashi	Lashi	daŋ⁵ bau⁴	daŋ⁵ bau⁴	d a ŋ ⁵ + b au ⁴	lash1243	24.45	98.6	Sino-Tibetan	227 228	227 228
796	153_thigh	thigh	Zaiwa	Zaiwa	daŋ³² bau³	daŋ³² bau³	d a ŋ ³² + b au ³	zaiw1241	24.45	98.6	Sino-Tibetan	227 228	227 228
797	153_thigh	thigh	Maru	Maru	bauŋ³¹	bauŋ³¹	b au ŋ ³¹	maru1249	24.45	98.6	Sino-Tibetan	228	228
798	153_thigh	thigh	WrittenBurmese	Written_Burmese	pauŋ	pauŋ	p au ŋ	oldb1235	21.16	94.90	Sino-Tibetan	228	228
1799	346_thin	thin	Achang	Achang	bu³	bu³	b u ³	acha1249	24.25	97.8333	Sino-Tibetan	502	502
1800	346_thin	thin	Lashi	Lashi	bo³	bo³	b o ³	lash1243	24.45	98.6	Sino-Tibetan	502	502
1801	346_thin	thin	Maru	Maru	bo³	bo³	b o ³	maru1249	24.45	98.6	Sino-Tibetan	502	502
1802	346_thin	thin	Phon	Phon	pa³¹	pa³¹	p a ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	502	502
1803	346_thin	thin	WrittenBurmese	Written_Burmese	pa:	pa:	p aː	oldb1235	21.16	94.90	Sino-Tibetan	502	502
1308	251_think	think	Achang	Achang	ŋạm⁵³	ŋạm⁵³	ŋ a̰ m ⁵³	acha1249	24.25	97.8333	Sino-Tibetan	375	375
1309	251_think	think	Lashi	Lashi	mje³²	mje³²	m j e ³²	lash1243	24.45	98.6	Sino-Tibetan	375	375
1310	251_think	think	Maru	Maru	mit³	mit³	m i t ³	maru1249	24.45	98.6	Sino-Tibetan	375	375
1311	251_think	think	Zaiwa	Zaiwa	mɪt³	mɪt³	m ɪ t ³	zaiw1241	24.45	98.6	Sino-Tibetan	375	375
1214	231_thirsty	thirsty	Achang	Achang	ʃɛt⁵³	ʃɛt⁵³	ʃ ɛ t ⁵³	acha1249	24.25	97.8333	Sino-Tibetan	346	346
1215	231_thirsty	thirsty	Lashi	Lashi	ʃiɂ³¹	ʃiɂ³¹	ʃ i ʔ ³¹	lash1243	24.45	98.6	Sino-Tibetan	346	346
1216	231_thirsty	thirsty	Maru	Maru	ʃap⁵³	ʃap⁵³	ʃ a p ⁵³	maru1249	24.45	98.6	Sino-Tibetan	346	346
1217	231_thirsty	thirsty	WrittenBurmese	Written_Burmese	sip	sip	s i p	oldb1235	21.16	94.90	Sino-Tibetan	346	346
1218	231_thirsty	thirsty	Zaiwa	Zaiwa	ʃɪt⁵	ʃɪt⁵	ʃ ɪ t ⁵	zaiw1241	24.45	98.6	Sino-Tibetan	346	346
1873	360_this	this	Achang	Achang	hai³	hai³	h ai ³	acha1249	24.25	97.8333	Sino-Tibetan	519	519
1874	360_this	this	Lashi	Lashi	hɛ³ dzi⁵¹	hɛ³ dzi⁵¹	h ɛ ³ + d z i ⁵¹	lash1243	24.45	98.6	Sino-Tibetan	519 520	519 520
1875	360_this	this	Phon	Phon	haiŋ⁵⁵	haiŋ⁵⁵	h ai ŋ ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	519	519
1876	360_this	this	Bela	Bela	tʃʰẹ³	tʃʰẹ³	tʃʰ ḛ ³	pela1242	24.45	98.6	Sino-Tibetan	520	520
1877	360_this	this	Maru	Maru	tʃʰe⁴¹	tʃʰe⁴¹	tʃʰ e ⁴¹	maru1249	24.45	98.6	Sino-Tibetan	520	520
1878	360_this	this	Zaiwa	Zaiwa	ʃi⁵³	ʃi⁵³	ʃ i ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	520	520
216	41_thorn	thorn	Achang	Achang	dzu³⁴	dzu³⁴	d z u ³⁴	acha1249	24.25	97.8333	Sino-Tibetan	66	66
217	41_thorn	thorn	Lashi	Lashi	dzu⁴	dzu⁴	d z u ⁴	lash1243	24.45	98.6	Sino-Tibetan	66	66
218	41_thorn	thorn	Maru	Maru	dzau⁴	dzau⁴	d z au ⁴	maru1249	24.45	98.6	Sino-Tibetan	66	66
219	41_thorn	thorn	Phon	Phon	sʰu³¹	sʰu³¹	sʰ u ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	66	66
220	41_thorn	thorn	WrittenBurmese	Written_Burmese	cʰu:	cʰu:	tsʰ uː	oldb1235	21.16	94.90	Sino-Tibetan	66	66
221	41_thorn	thorn	Zaiwa	Zaiwa	dzu³¹	dzu³¹	d z u ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	66	66
